X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
559.892568	6540.000000	559.892568	7874.000000	559.892568	5631.000000	559.892568	8167.000000	559.892568	5372.000000	559.892568	12548.000000	559.892568	8470.000000	559.892568	7273.000000	559.892568	6592.000000	559.892568	6121.000000	559.892568	5822.000000	559.892568	4467.000000	559.892568	4085.000000
560.613554	6485.000000	560.613554	7847.000000	560.613554	5499.000000	560.613554	8075.000000	560.613554	5288.000000	560.613554	12620.000000	560.613554	8438.000000	560.613554	7136.000000	560.613554	6541.000000	560.613554	6053.000000	560.613554	5691.000000	560.613554	4352.000000	560.613554	3963.000000
561.334477	6419.000000	561.334477	7715.000000	561.334477	5585.000000	561.334477	8123.000000	561.334477	5325.000000	561.334477	12521.000000	561.334477	8563.000000	561.334477	7075.000000	561.334477	6585.000000	561.334477	6093.000000	561.334477	5608.000000	561.334477	4359.000000	561.334477	3944.000000
562.055336	6397.000000	562.055336	7658.000000	562.055336	5583.000000	562.055336	8074.000000	562.055336	5287.000000	562.055336	12595.000000	562.055336	8484.000000	562.055336	7027.000000	562.055336	6531.000000	562.055336	6043.000000	562.055336	5730.000000	562.055336	4309.000000	562.055336	3895.000000
562.776130	6346.000000	562.776130	7648.000000	562.776130	5531.000000	562.776130	8071.000000	562.776130	5312.000000	562.776130	12336.000000	562.776130	8541.000000	562.776130	7104.000000	562.776130	6515.000000	562.776130	6076.000000	562.776130	5683.000000	562.776130	4333.000000	562.776130	3911.000000
563.496862	6267.000000	563.496862	7705.000000	563.496862	5507.000000	563.496862	8111.000000	563.496862	5260.000000	563.496862	12334.000000	563.496862	8506.000000	563.496862	7096.000000	563.496862	6369.000000	563.496862	6047.000000	563.496862	5614.000000	563.496862	4373.000000	563.496862	3927.000000
564.217529	6284.000000	564.217529	7551.000000	564.217529	5505.000000	564.217529	8232.000000	564.217529	5295.000000	564.217529	12431.000000	564.217529	8486.000000	564.217529	7059.000000	564.217529	6395.000000	564.217529	5834.000000	564.217529	5574.000000	564.217529	4315.000000	564.217529	3902.000000
564.938132	6307.000000	564.938132	7581.000000	564.938132	5521.000000	564.938132	8008.000000	564.938132	5204.000000	564.938132	12323.000000	564.938132	8317.000000	564.938132	6972.000000	564.938132	6209.000000	564.938132	6034.000000	564.938132	5650.000000	564.938132	4190.000000	564.938132	3848.000000
565.658672	6220.000000	565.658672	7639.000000	565.658672	5422.000000	565.658672	7929.000000	565.658672	5222.000000	565.658672	12469.000000	565.658672	8377.000000	565.658672	7040.000000	565.658672	6310.000000	565.658672	5987.000000	565.658672	5658.000000	565.658672	4216.000000	565.658672	3798.000000
566.379148	6125.000000	566.379148	7578.000000	566.379148	5472.000000	566.379148	7998.000000	566.379148	5213.000000	566.379148	12412.000000	566.379148	8452.000000	566.379148	6932.000000	566.379148	6328.000000	566.379148	5968.000000	566.379148	5498.000000	566.379148	4113.000000	566.379148	3742.000000
567.099560	6020.000000	567.099560	7585.000000	567.099560	5486.000000	567.099560	8119.000000	567.099560	5117.000000	567.099560	12588.000000	567.099560	8337.000000	567.099560	6906.000000	567.099560	6312.000000	567.099560	5917.000000	567.099560	5474.000000	567.099560	4209.000000	567.099560	3803.000000
567.819908	6120.000000	567.819908	7580.000000	567.819908	5492.000000	567.819908	8089.000000	567.819908	5220.000000	567.819908	12354.000000	567.819908	8309.000000	567.819908	7061.000000	567.819908	6417.000000	567.819908	5873.000000	567.819908	5561.000000	567.819908	4175.000000	567.819908	3798.000000
568.540193	6072.000000	568.540193	7479.000000	568.540193	5548.000000	568.540193	8028.000000	568.540193	5064.000000	568.540193	12310.000000	568.540193	8392.000000	568.540193	6967.000000	568.540193	6331.000000	568.540193	5874.000000	568.540193	5565.000000	568.540193	4128.000000	568.540193	3741.000000
569.260414	6143.000000	569.260414	7554.000000	569.260414	5458.000000	569.260414	8091.000000	569.260414	5250.000000	569.260414	12453.000000	569.260414	8287.000000	569.260414	6972.000000	569.260414	6366.000000	569.260414	5889.000000	569.260414	5449.000000	569.260414	4178.000000	569.260414	3767.000000
569.980571	6062.000000	569.980571	7472.000000	569.980571	5374.000000	569.980571	7906.000000	569.980571	5190.000000	569.980571	12439.000000	569.980571	8218.000000	569.980571	6884.000000	569.980571	6345.000000	569.980571	5812.000000	569.980571	5496.000000	569.980571	4097.000000	569.980571	3722.000000
570.700664	6112.000000	570.700664	7561.000000	570.700664	5389.000000	570.700664	7997.000000	570.700664	5071.000000	570.700664	12410.000000	570.700664	8318.000000	570.700664	6885.000000	570.700664	6282.000000	570.700664	5820.000000	570.700664	5566.000000	570.700664	4097.000000	570.700664	3692.000000
571.420694	6003.000000	571.420694	7388.000000	571.420694	5405.000000	571.420694	7925.000000	571.420694	5196.000000	571.420694	12313.000000	571.420694	8341.000000	571.420694	6869.000000	571.420694	6271.000000	571.420694	5834.000000	571.420694	5411.000000	571.420694	4015.000000	571.420694	3704.000000
572.140660	5996.000000	572.140660	7493.000000	572.140660	5234.000000	572.140660	7856.000000	572.140660	5154.000000	572.140660	12251.000000	572.140660	8173.000000	572.140660	6856.000000	572.140660	6309.000000	572.140660	5898.000000	572.140660	5275.000000	572.140660	4106.000000	572.140660	3644.000000
