X	Y
755.076699	2113.000000
755.780427	2124.000000
756.484094	2111.000000
757.187698	2133.000000
757.891241	2206.000000
758.594721	2118.000000
759.298139	2162.000000
760.001495	2139.000000
760.704788	2134.000000
761.408020	2150.000000
762.111190	2223.000000
762.814297	2163.000000
763.517343	2128.000000
764.220326	2061.000000
764.923247	2081.000000
765.626106	2110.000000
766.328903	2115.000000
767.031638	2091.000000
767.734311	2117.000000
768.436922	2115.000000
769.139471	2106.000000
769.841958	2134.000000
770.544383	2118.000000
771.246746	2046.000000
771.949046	2142.000000
772.651285	2084.000000
773.353462	2172.000000
774.055577	2081.000000
774.757630	2147.000000
775.459620	2150.000000
776.161549	2059.000000
776.863416	2140.000000
777.565221	2133.000000
778.266964	2142.000000
778.968645	2113.000000
779.670264	2061.000000
780.371821	2082.000000
781.073316	2083.000000
781.774749	2132.000000
782.476120	2126.000000
783.177429	2096.000000
783.878677	2112.000000
784.579862	2132.000000
785.280986	2142.000000
785.982047	2104.000000
786.683047	2134.000000
787.383985	2062.000000
788.084861	2116.000000
788.785675	2099.000000
789.486428	2126.000000
790.187118	2066.000000
790.887746	2186.000000
791.588313	2046.000000
792.288818	2098.000000
792.989261	2112.000000
793.689642	2133.000000
794.389962	2120.000000
795.090219	2140.000000
795.790415	2105.000000
796.490549	2108.000000
797.190621	2138.000000
797.890631	2090.000000
798.590580	2071.000000
799.290466	2116.000000
799.990291	2115.000000
800.690054	2165.000000
801.389756	2184.000000
802.089396	2161.000000
802.788973	2082.000000
803.488490	2166.000000
804.187944	2218.000000
804.887337	2099.000000
805.586668	2195.000000
806.285937	2152.000000
806.985144	2162.000000
807.684290	2195.000000
808.383374	2160.000000
809.082396	2133.000000
809.781357	2160.000000
810.480256	2165.000000
811.179093	2189.000000
811.877869	2170.000000
812.576583	2194.000000
813.275235	2163.000000
813.973826	2188.000000
814.672355	2203.000000
815.370822	2155.000000
816.069228	2191.000000
816.767572	2161.000000
817.465854	2162.000000
818.164075	2162.000000
818.862234	2183.000000
819.560332	2192.000000
820.258367	2202.000000
820.956342	2290.000000
821.654255	2153.000000
822.352106	2210.000000
823.049895	2155.000000
823.747623	2181.000000
824.445290	2201.000000
825.142894	2172.000000
825.840438	2195.000000
826.537919	2165.000000
827.235340	2192.000000
827.932698	2259.000000
828.629995	2225.000000
829.327231	2167.000000
830.024405	2240.000000
830.721518	2206.000000
831.418569	2146.000000
832.115558	2248.000000
832.812486	2174.000000
833.509353	2160.000000
834.206158	2200.000000
834.902901	2223.000000
835.599583	2192.000000
836.296204	2151.000000
836.992763	2156.000000
837.689261	2197.000000
838.385697	2174.000000
839.082072	2151.000000
839.778385	2226.000000
840.474637	2130.000000
841.170827	2200.000000
841.866956	2131.000000
842.563024	2163.000000
843.259030	2218.000000
843.954975	2215.000000
844.650858	2159.000000
845.346680	2218.000000
846.042441	2184.000000
846.738140	2164.000000
847.433778	2166.000000
848.129355	2215.000000
848.824870	2169.000000
849.520324	2163.000000
850.215716	2170.000000
850.911047	2235.000000
851.606317	2148.000000
852.301525	2147.000000
852.996672	2152.000000
853.691758	2158.000000
854.386782	2187.000000
855.081746	2247.000000
855.776647	2188.000000
856.471488	2208.000000
857.166267	2214.000000
857.860985	2199.000000
858.555642	2173.000000
859.250237	2218.000000
859.944771	2266.000000
860.639244	2225.000000
861.333655	2122.000000
862.028006	2122.000000
862.722295	2139.000000
863.416523	2235.000000
864.110689	2191.000000
864.804795	2231.000000
865.498839	2258.000000
866.192822	2189.000000
866.886743	2197.000000
867.580604	2149.000000
868.274403	2170.000000
868.968141	2229.000000
869.661818	2140.000000
870.355434	2200.000000
871.048989	2194.000000
871.742482	2178.000000
872.435914	2204.000000
873.129285	2224.000000
873.822595	2236.000000
874.515844	2237.000000
875.209032	2161.000000
875.902158	2282.000000
876.595224	2255.000000
877.288228	2241.000000
877.981171	2211.000000
878.674053	2259.000000
879.366874	2190.000000
880.059634	2275.000000
880.752332	2229.000000
881.444970	2276.000000
882.137547	2204.000000
882.830062	2190.000000
883.522516	2199.000000
884.214910	2273.000000
884.907242	2235.000000
885.599513	2209.000000
886.291723	2227.000000
886.983873	2221.000000
887.675961	2309.000000
888.367988	2230.000000
889.059954	2269.000000
889.751859	2216.000000
890.443703	2268.000000
891.135486	2233.000000
891.827208	2220.000000
892.518869	2209.000000
893.210469	2326.000000
893.902008	2241.000000
894.593486	2259.000000
895.284903	2228.000000
895.976259	2263.000000
896.667554	2224.000000
897.358789	2244.000000
898.049962	2300.000000
898.741074	2287.000000
899.432126	2264.000000
900.123116	2241.000000
900.814046	2190.000000
901.504914	2190.000000
902.195722	2247.000000
902.886469	2204.000000
903.577155	2304.000000
904.267780	2208.000000
904.958344	2240.000000
905.648847	2299.000000
906.339289	2256.000000
907.029671	2231.000000
907.719992	2216.000000
908.410251	2270.000000
909.100450	2235.000000
909.790588	2199.000000
910.480666	2200.000000
911.170682	2205.000000
911.860637	2241.000000
912.550532	2256.000000
913.240366	2280.000000
913.930139	2294.000000
914.619851	2233.000000
915.309503	2236.000000
915.999094	2213.000000
916.688624	2252.000000
917.378093	2249.000000
918.067501	2235.000000
918.756849	2230.000000
919.446135	2202.000000
920.135361	2256.000000
920.824527	2222.000000
921.513631	2259.000000
922.202675	2285.000000
922.891658	2269.000000
923.580580	2276.000000
924.269442	2197.000000
924.958243	2273.000000
925.646983	2220.000000
926.335662	2341.000000
927.024281	2310.000000
927.712839	2246.000000
928.401337	2315.000000
929.089773	2302.000000
929.778149	2321.000000
930.466465	2310.000000
931.154719	2420.000000
931.842913	2400.000000
932.531047	2391.000000
933.219119	2425.000000
933.907131	2412.000000
934.595083	2418.000000
935.282973	2426.000000
935.970804	2434.000000
936.658573	2509.000000
937.346282	2511.000000
938.033930	2524.000000
938.721518	2505.000000
939.409045	2604.000000
940.096512	2575.000000
940.783917	2626.000000
941.471263	2681.000000
942.158548	2622.000000
942.845772	2646.000000
943.532935	2708.000000
944.220038	2734.000000
944.907081	2669.000000
945.594063	2717.000000
946.280984	2643.000000
946.967845	2682.000000
947.654646	2684.000000
948.341386	2693.000000
949.028065	2686.000000
949.714684	2664.000000
950.401242	2717.000000
951.087740	2670.000000
951.774177	2631.000000
952.460554	2696.000000
953.146870	2677.000000
953.833126	2687.000000
954.519322	2690.000000
955.205457	2632.000000
955.891531	2672.000000
956.577545	2740.000000
957.263499	2746.000000
957.949392	2724.000000
958.635225	2699.000000
959.320997	2704.000000
960.006709	2700.000000
960.692360	2799.000000
961.377951	2803.000000
962.063482	2656.000000
962.748952	2703.000000
963.434362	2672.000000
964.119711	2745.000000
964.805000	2734.000000
965.490229	2661.000000
966.175397	2750.000000
966.860505	2736.000000
967.545553	2754.000000
968.230540	2799.000000
968.915467	2709.000000
969.600333	2670.000000
970.285139	2773.000000
970.969885	2764.000000
971.654571	2819.000000
972.339196	2760.000000
973.023761	2756.000000
973.708266	2750.000000
974.392710	2761.000000
975.077094	2749.000000
975.761418	2728.000000
976.445681	2794.000000
977.129884	2840.000000
977.814027	2809.000000
978.498110	2816.000000
979.182132	2742.000000
979.866094	2774.000000
980.549996	2776.000000
981.233837	2890.000000
981.917619	2837.000000
982.601340	2772.000000
983.285001	2777.000000
983.968601	2730.000000
984.652142	2772.000000
985.335622	2714.000000
986.019042	2811.000000
986.702402	2799.000000
987.385701	2815.000000
988.068941	2792.000000
988.752120	2657.000000
989.435239	2679.000000
990.118298	2728.000000
990.801297	2703.000000
991.484235	2769.000000
992.167114	2664.000000
992.849932	2659.000000
993.532690	2735.000000
994.215388	2602.000000
994.898026	2569.000000
995.580604	2601.000000
996.263122	2657.000000
996.945579	2604.000000
997.627977	2494.000000
998.310314	2557.000000
998.992591	2511.000000
999.674808	2538.000000
1000.356965	2545.000000
1001.039062	2433.000000
1001.721099	2532.000000
1002.403076	2466.000000
1003.084993	2471.000000
1003.766849	2511.000000
1004.448646	2469.000000
1005.130383	2443.000000
1005.812059	2514.000000
1006.493676	2540.000000
1007.175232	2495.000000
1007.856729	2460.000000
1008.538165	2467.000000
1009.219542	2472.000000
1009.900858	2404.000000
1010.582115	2505.000000
1011.263311	2395.000000
1011.944448	2519.000000
1012.625524	2400.000000
1013.306541	2413.000000
1013.987497	2415.000000
1014.668394	2434.000000
1015.349231	2369.000000
1016.030007	2403.000000
1016.710724	2368.000000
1017.391381	2357.000000
1018.071978	2364.000000
1018.752515	2401.000000
1019.432992	2410.000000
1020.113409	2314.000000
1020.793766	2339.000000
1021.474063	2372.000000
1022.154301	2351.000000
1022.834478	2360.000000
1023.514596	2331.000000
1024.194654	2312.000000
1024.874651	2325.000000
1025.554589	2396.000000
1026.234468	2311.000000
1026.914286	2356.000000
1027.594044	2335.000000
1028.273743	2273.000000
1028.953381	2356.000000
1029.632960	2358.000000
1030.312479	2417.000000
1030.991939	2330.000000
1031.671338	2330.000000
1032.350677	2367.000000
1033.029957	2264.000000
1033.709177	2347.000000
1034.388337	2332.000000
1035.067438	2374.000000
1035.746478	2342.000000
1036.425459	2332.000000
1037.104380	2327.000000
1037.783241	2320.000000
1038.462043	2308.000000
1039.140785	2334.000000
1039.819467	2251.000000
1040.498089	2268.000000
1041.176651	2320.000000
1041.855154	2295.000000
1042.533597	2270.000000
1043.211980	2277.000000
1043.890304	2287.000000
1044.568568	2271.000000
1045.246772	2272.000000
1045.924917	2253.000000
1046.603001	2262.000000
1047.281026	2282.000000
1047.958992	2260.000000
1048.636898	2250.000000
1049.314744	2282.000000
1049.992530	2239.000000
1050.670257	2247.000000
1051.347924	2261.000000
1052.025531	2320.000000
1052.703079	2280.000000
1053.380567	2303.000000
1054.057996	2275.000000
1054.735364	2294.000000
1055.412674	2287.000000
1056.089923	2215.000000
1056.767113	2282.000000
1057.444244	2331.000000
1058.121315	2329.000000
1058.798326	2299.000000
1059.475278	2261.000000
1060.152170	2281.000000
1060.829002	2242.000000
1061.505775	2266.000000
1062.182488	2309.000000
1062.859142	2285.000000
1063.535736	2310.000000
1064.212271	2327.000000
1064.888746	2313.000000
1065.565162	2266.000000
1066.241518	2299.000000
1066.917815	2323.000000
1067.594052	2317.000000
1068.270229	2323.000000
1068.946347	2266.000000
1069.622406	2353.000000
1070.298405	2344.000000
1070.974344	2296.000000
1071.650224	2374.000000
1072.326045	2288.000000
1073.001806	2313.000000
1073.677508	2301.000000
1074.353150	2385.000000
1075.028733	2245.000000
1075.704256	2297.000000
1076.379720	2333.000000
1077.055124	2272.000000
1077.730469	2304.000000
1078.405755	2343.000000
1079.080981	2320.000000
1079.756147	2296.000000
1080.431255	2350.000000
1081.106302	2397.000000
1081.781291	2281.000000
1082.456220	2261.000000
1083.131090	2291.000000
1083.805900	2331.000000
1084.480651	2257.000000
1085.155342	2284.000000
1085.829975	2358.000000
1086.504547	2338.000000
1087.179061	2298.000000
1087.853515	2270.000000
1088.527910	2327.000000
1089.202245	2288.000000
1089.876521	2253.000000
1090.550738	2334.000000
1091.224896	2256.000000
1091.898994	2357.000000
1092.573033	2315.000000
1093.247012	2279.000000
1093.920932	2364.000000
1094.594793	2324.000000
1095.268595	2278.000000
1095.942337	2345.000000
1096.616021	2318.000000
1097.289644	2317.000000
1097.963209	2330.000000
1098.636714	2258.000000
1099.310160	2332.000000
1099.983547	2355.000000
1100.656875	2289.000000
1101.330143	2310.000000
1102.003352	2238.000000
1102.676502	2325.000000
1103.349593	2331.000000
1104.022624	2236.000000
1104.695596	2305.000000
1105.368509	2246.000000
1106.041363	2313.000000
1106.714158	2301.000000
1107.386893	2278.000000
1108.059570	2302.000000
1108.732187	2313.000000
1109.404745	2303.000000
1110.077243	2281.000000
1110.749683	2276.000000
1111.422064	2323.000000
1112.094385	2296.000000
1112.766647	2317.000000
1113.438850	2293.000000
1114.110994	2292.000000
1114.783079	2344.000000
1115.455104	2297.000000
1116.127071	2270.000000
1116.798979	2265.000000
1117.470827	2312.000000
1118.142616	2308.000000
1118.814346	2285.000000
1119.486017	2363.000000
1120.157629	2303.000000
1120.829182	2321.000000
1121.500676	2231.000000
1122.172111	2216.000000
1122.843487	2286.000000
1123.514804	2286.000000
1124.186061	2387.000000
1124.857260	2257.000000
1125.528399	2264.000000
1126.199480	2272.000000
1126.870502	2306.000000
1127.541464	2282.000000
1128.212368	2252.000000
1128.883212	2332.000000
1129.553998	2350.000000
1130.224724	2258.000000
1130.895392	2359.000000
1131.566000	2334.000000
1132.236550	2335.000000
1132.907040	2299.000000
1133.577472	2317.000000
1134.247845	2319.000000
1134.918158	2354.000000
1135.588413	2408.000000
1136.258609	2302.000000
1136.928746	2262.000000
1137.598824	2299.000000
1138.268843	2273.000000
1138.938803	2320.000000
1139.608704	2275.000000
1140.278546	2249.000000
1140.948330	2234.000000
1141.618054	2229.000000
1142.287720	2258.000000
1142.957326	2236.000000
1143.626874	2266.000000
1144.296363	2313.000000
1144.965793	2212.000000
1145.635165	2284.000000
1146.304477	2255.000000
1146.973730	2299.000000
1147.642925	2237.000000
1148.312061	2268.000000
1148.981138	2234.000000
1149.650156	2339.000000
1150.319115	2225.000000
1150.988016	2373.000000
1151.656857	2236.000000
1152.325640	2279.000000
1152.994364	2275.000000
1153.663029	2283.000000
1154.331636	2326.000000
1155.000184	2300.000000
1155.668673	2231.000000
1156.337103	2282.000000
1157.005474	2246.000000
1157.673787	2351.000000
1158.342040	2240.000000
1159.010235	2285.000000
1159.678372	2324.000000
1160.346449	2345.000000
1161.014468	2247.000000
1161.682428	2269.000000
1162.350330	2314.000000
1163.018172	2283.000000
1163.685956	2268.000000
1164.353682	2343.000000
1165.021348	2267.000000
1165.688956	2346.000000
1166.356505	2260.000000
1167.023996	2367.000000
1167.691427	2331.000000
1168.358801	2315.000000
1169.026115	2248.000000
1169.693371	2287.000000
1170.360568	2311.000000
1171.027706	2246.000000
1171.694786	2299.000000
1172.361807	2345.000000
1173.028770	2310.000000
1173.695674	2349.000000
1174.362519	2294.000000
1175.029306	2244.000000
1175.696034	2334.000000
1176.362703	2225.000000
1177.029314	2323.000000
1177.695866	2238.000000
1178.362360	2291.000000
1179.028795	2262.000000
1179.695172	2264.000000
1180.361489	2255.000000
1181.027749	2351.000000
1181.693950	2245.000000
1182.360092	2303.000000
1183.026175	2281.000000
1183.692201	2302.000000
1184.358167	2291.000000
1185.024075	2233.000000
1185.689925	2311.000000
1186.355716	2295.000000
1187.021448	2282.000000
1187.687122	2270.000000
1188.352738	2311.000000
1189.018294	2229.000000
1189.683793	2183.000000
1190.349233	2262.000000
1191.014614	2258.000000
1191.679937	2281.000000
1192.345202	2257.000000
1193.010408	2266.000000
1193.675555	2300.000000
1194.340645	2260.000000
1195.005675	2300.000000
1195.670647	2305.000000
1196.335561	2289.000000
1197.000417	2241.000000
1197.665213	2306.000000
1198.329952	2301.000000
1198.994632	2227.000000
1199.659254	2285.000000
1200.323817	2302.000000
1200.988322	2243.000000
1201.652768	2320.000000
1202.317156	2305.000000
1202.981486	2321.000000
1203.645757	2293.000000
1204.309970	2266.000000
1204.974125	2312.000000
1205.638221	2281.000000
1206.302259	2306.000000
1206.966238	2339.000000
1207.630159	2343.000000
1208.294022	2279.000000
1208.957826	2299.000000
1209.621572	2298.000000
1210.285260	2291.000000
1210.948890	2381.000000
1211.612461	2314.000000
1212.275974	2295.000000
1212.939428	2266.000000
1213.602824	2275.000000
1214.266162	2333.000000
1214.929442	2356.000000
1215.592663	2245.000000
1216.255826	2321.000000
1216.918931	2318.000000
1217.581978	2283.000000
1218.244966	2277.000000
1218.907896	2339.000000
1219.570768	2336.000000
1220.233582	2337.000000
1220.896337	2307.000000
1221.559034	2322.000000
1222.221673	2304.000000
1222.884254	2313.000000
1223.546776	2288.000000
1224.209240	2346.000000
1224.871646	2383.000000
1225.533994	2319.000000
1226.196284	2299.000000
1226.858515	2376.000000
1227.520688	2354.000000
1228.182803	2282.000000
1228.844860	2313.000000
1229.506859	2346.000000
1230.168800	2356.000000
1230.830682	2324.000000
1231.492506	2293.000000
1232.154272	2328.000000
1232.815980	2313.000000
1233.477630	2272.000000
1234.139222	2301.000000
1234.800756	2309.000000
1235.462231	2374.000000
1236.123649	2387.000000
1236.785008	2301.000000
1237.446309	2361.000000
1238.107552	2335.000000
1238.768737	2347.000000
1239.429864	2373.000000
1240.090933	2349.000000
1240.751944	2326.000000
1241.412896	2312.000000
1242.073791	2277.000000
1242.734628	2334.000000
1243.395406	2366.000000
1244.056127	2347.000000
1244.716789	2314.000000
1245.377394	2314.000000
1246.037940	2335.000000
1246.698428	2317.000000
1247.358859	2396.000000
1248.019231	2327.000000
1248.679545	2344.000000
1249.339802	2310.000000
1250.000000	2332.000000
1250.660140	2360.000000
1251.320223	2305.000000
1251.980247	2262.000000
1252.640214	2331.000000
1253.300122	2379.000000
1253.959972	2418.000000
1254.619765	2326.000000
1255.279500	2390.000000
1255.939176	2330.000000
1256.598795	2388.000000
1257.258356	2390.000000
1257.917859	2331.000000
1258.577303	2381.000000
1259.236690	2304.000000
1259.896020	2334.000000
1260.555291	2346.000000
1261.214504	2324.000000
1261.873659	2333.000000
1262.532757	2376.000000
1263.191796	2279.000000
1263.850778	2450.000000
1264.509702	2293.000000
1265.168568	2340.000000
1265.827376	2349.000000
1266.486126	2347.000000
1267.144819	2404.000000
1267.803453	2367.000000
1268.462030	2309.000000
1269.120549	2420.000000
1269.779010	2359.000000
1270.437413	2310.000000
1271.095759	2362.000000
1271.754046	2385.000000
1272.412276	2363.000000
1273.070448	2366.000000
1273.728562	2404.000000
1274.386618	2284.000000
1275.044617	2337.000000
1275.702558	2400.000000
1276.360441	2411.000000
1277.018266	2329.000000
1277.676034	2414.000000
1278.333743	2344.000000
1278.991395	2277.000000
1279.648990	2374.000000
1280.306526	2398.000000
1280.964005	2271.000000
1281.621426	2357.000000
1282.278789	2346.000000
1282.936095	2378.000000
1283.593343	2374.000000
1284.250533	2323.000000
1284.907665	2360.000000
1285.564740	2439.000000
1286.221757	2337.000000
1286.878717	2320.000000
1287.535618	2406.000000
1288.192462	2404.000000
1288.849249	2372.000000
1289.505977	2403.000000
1290.162648	2400.000000
1290.819262	2397.000000
1291.475817	2400.000000
1292.132315	2383.000000
1292.788756	2414.000000
1293.445139	2407.000000
1294.101464	2370.000000
1294.757731	2353.000000
1295.413941	2390.000000
1296.070094	2390.000000
1296.726188	2354.000000
1297.382225	2445.000000
1298.038205	2355.000000
1298.694127	2397.000000
1299.349991	2412.000000
1300.005798	2461.000000
1300.661547	2364.000000
1301.317239	2444.000000
1301.972873	2416.000000
1302.628449	2485.000000
1303.283968	2342.000000
1303.939430	2410.000000
1304.594833	2445.000000
1305.250180	2387.000000
1305.905469	2386.000000
1306.560700	2457.000000
1307.215873	2421.000000
1307.870990	2452.000000
1308.526048	2336.000000
1309.181050	2435.000000
1309.835993	2431.000000
1310.490880	2340.000000
1311.145708	2425.000000
1311.800480	2394.000000
1312.455193	2430.000000
1313.109850	2449.000000
1313.764448	2416.000000
1314.418990	2437.000000
1315.073474	2465.000000
1315.727900	2505.000000
1316.382269	2436.000000
1317.036581	2418.000000
1317.690835	2405.000000
1318.345032	2382.000000
1318.999171	2428.000000
1319.653253	2418.000000
1320.307277	2425.000000
1320.961245	2501.000000
1321.615154	2390.000000
1322.269006	2368.000000
1322.922801	2352.000000
1323.576539	2415.000000
1324.230219	2386.000000
1324.883842	2416.000000
1325.537407	2469.000000
1326.190915	2458.000000
1326.844366	2397.000000
1327.497759	2444.000000
1328.151095	2399.000000
1328.804374	2451.000000
1329.457595	2420.000000
1330.110759	2374.000000
1330.763866	2413.000000
1331.416915	2472.000000
1332.069907	2429.000000
1332.722842	2397.000000
1333.375719	2436.000000
1334.028539	2450.000000
1334.681302	2455.000000
1335.334008	2339.000000
1335.986656	2436.000000
1336.639247	2490.000000
1337.291780	2358.000000
1337.944257	2381.000000
1338.596676	2416.000000
1339.249038	2447.000000
1339.901343	2391.000000
1340.553590	2452.000000
1341.205780	2458.000000
1341.857913	2432.000000
1342.509989	2380.000000
1343.162007	2396.000000
1343.813969	2423.000000
1344.465873	2386.000000
1345.117720	2424.000000
1345.769509	2382.000000
1346.421242	2489.000000
1347.072917	2463.000000
1347.724535	2415.000000
1348.376096	2434.000000
1349.027600	2426.000000
1349.679047	2387.000000
1350.330436	2469.000000
1350.981768	2391.000000
1351.633043	2415.000000
1352.284261	2365.000000
1352.935422	2430.000000
1353.586526	2465.000000
1354.237572	2442.000000
1354.888562	2339.000000
1355.539494	2393.000000
1356.190369	2347.000000
1356.841187	2410.000000
1357.491948	2376.000000
1358.142652	2442.000000
1358.793299	2429.000000
1359.443889	2504.000000
1360.094421	2329.000000
1360.744897	2394.000000
1361.395315	2390.000000
1362.045677	2381.000000
1362.695981	2369.000000
1363.346229	2369.000000
1363.996419	2383.000000
1364.646552	2386.000000
1365.296628	2505.000000
1365.946647	2385.000000
1366.596609	2363.000000
1367.246515	2439.000000
1367.896363	2387.000000
1368.546154	2376.000000
1369.195888	2372.000000
1369.845565	2374.000000
1370.495185	2378.000000
1371.144748	2430.000000
1371.794254	2374.000000
1372.443703	2353.000000
1373.093095	2412.000000
1373.742430	2393.000000
1374.391709	2423.000000
1375.040930	2316.000000
1375.690094	2351.000000
1376.339201	2369.000000
1376.988252	2359.000000
1377.637245	2370.000000
1378.286182	2407.000000
1378.935061	2372.000000
1379.583884	2426.000000
1380.232650	2397.000000
1380.881359	2395.000000
1381.530011	2383.000000
1382.178606	2353.000000
1382.827144	2325.000000
1383.475625	2327.000000
1384.124050	2439.000000
1384.772417	2356.000000
1385.420728	2329.000000
1386.068982	2348.000000
1386.717178	2400.000000
1387.365319	2361.000000
1388.013402	2414.000000
1388.661428	2450.000000
1389.309398	2401.000000
1389.957310	2400.000000
1390.605166	2386.000000
1391.252965	2424.000000
