X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
593.710035	4741.000000	593.710035	5395.000000	593.710035	4827.000000	593.710035	4506.000000	593.710035	4580.000000	593.710035	4997.000000	593.710035	4889.000000	593.710035	3936.000000	593.710035	4577.000000	593.710035	2952.000000	593.710035	4557.000000
594.428028	4843.000000	594.428028	5370.000000	594.428028	4825.000000	594.428028	4614.000000	594.428028	4601.000000	594.428028	4995.000000	594.428028	4856.000000	594.428028	4031.000000	594.428028	4482.000000	594.428028	2921.000000	594.428028	4729.000000
595.145958	4858.000000	595.145958	5446.000000	595.145958	4854.000000	595.145958	4711.000000	595.145958	4553.000000	595.145958	5065.000000	595.145958	4920.000000	595.145958	3991.000000	595.145958	4560.000000	595.145958	2841.000000	595.145958	4695.000000
595.863824	4997.000000	595.863824	5416.000000	595.863824	4677.000000	595.863824	4575.000000	595.863824	4685.000000	595.863824	5036.000000	595.863824	4958.000000	595.863824	3930.000000	595.863824	4566.000000	595.863824	2885.000000	595.863824	4563.000000
596.581627	4855.000000	596.581627	5196.000000	596.581627	4858.000000	596.581627	4583.000000	596.581627	4632.000000	596.581627	5135.000000	596.581627	4943.000000	596.581627	4006.000000	596.581627	4394.000000	596.581627	2847.000000	596.581627	4655.000000
597.299367	4851.000000	597.299367	5246.000000	597.299367	4790.000000	597.299367	4534.000000	597.299367	4519.000000	597.299367	5167.000000	597.299367	4932.000000	597.299367	3864.000000	597.299367	4550.000000	597.299367	2887.000000	597.299367	4578.000000
598.017042	4861.000000	598.017042	5395.000000	598.017042	4746.000000	598.017042	4529.000000	598.017042	4572.000000	598.017042	5092.000000	598.017042	4974.000000	598.017042	4030.000000	598.017042	4489.000000	598.017042	2822.000000	598.017042	4572.000000
598.734655	4765.000000	598.734655	5297.000000	598.734655	4702.000000	598.734655	4551.000000	598.734655	4528.000000	598.734655	5102.000000	598.734655	5048.000000	598.734655	4021.000000	598.734655	4590.000000	598.734655	2846.000000	598.734655	4592.000000
599.452204	4840.000000	599.452204	5384.000000	599.452204	4795.000000	599.452204	4573.000000	599.452204	4515.000000	599.452204	5151.000000	599.452204	4981.000000	599.452204	3895.000000	599.452204	4641.000000	599.452204	2871.000000	599.452204	4574.000000
600.169689	4850.000000	600.169689	5299.000000	600.169689	4783.000000	600.169689	4586.000000	600.169689	4713.000000	600.169689	5239.000000	600.169689	5010.000000	600.169689	4011.000000	600.169689	4537.000000	600.169689	2838.000000	600.169689	4601.000000
600.887111	4853.000000	600.887111	5301.000000	600.887111	4803.000000	600.887111	4654.000000	600.887111	4528.000000	600.887111	5051.000000	600.887111	4936.000000	600.887111	3970.000000	600.887111	4610.000000	600.887111	2912.000000	600.887111	4657.000000
601.604469	4850.000000	601.604469	5297.000000	601.604469	4786.000000	601.604469	4616.000000	601.604469	4549.000000	601.604469	5116.000000	601.604469	5000.000000	601.604469	3962.000000	601.604469	4639.000000	601.604469	2910.000000	601.604469	4617.000000
602.321764	4820.000000	602.321764	5401.000000	602.321764	4788.000000	602.321764	4820.000000	602.321764	4553.000000	602.321764	5100.000000	602.321764	4982.000000	602.321764	3974.000000	602.321764	4598.000000	602.321764	2849.000000	602.321764	4594.000000
603.038995	4896.000000	603.038995	5251.000000	603.038995	4815.000000	603.038995	4681.000000	603.038995	4612.000000	603.038995	5170.000000	603.038995	5050.000000	603.038995	3955.000000	603.038995	4634.000000	603.038995	2885.000000	603.038995	4791.000000
603.756163	4771.000000	603.756163	5282.000000	603.756163	4796.000000	603.756163	4517.000000	603.756163	4605.000000	603.756163	5244.000000	603.756163	5101.000000	603.756163	3974.000000	603.756163	4540.000000	603.756163	2799.000000	603.756163	4628.000000
604.473268	4853.000000	604.473268	5335.000000	604.473268	4697.000000	604.473268	4538.000000	604.473268	4640.000000	604.473268	5262.000000	604.473268	5022.000000	604.473268	4001.000000	604.473268	4670.000000	604.473268	2920.000000	604.473268	4743.000000
605.190309	4858.000000	605.190309	5360.000000	605.190309	4816.000000	605.190309	4682.000000	605.190309	4730.000000	605.190309	5212.000000	605.190309	5074.000000	605.190309	4018.000000	605.190309	4714.000000	605.190309	2859.000000	605.190309	4705.000000
605.907287	4973.000000	605.907287	5424.000000	605.907287	4790.000000	605.907287	4736.000000	605.907287	4659.000000	605.907287	5169.000000	605.907287	5033.000000	605.907287	4083.000000	605.907287	4537.000000	605.907287	2853.000000	605.907287	4638.000000
606.624201	4891.000000	606.624201	5356.000000	606.624201	4872.000000	606.624201	4684.000000	606.624201	4692.000000	606.624201	5316.000000	606.624201	5043.000000	606.624201	4128.000000	606.624201	4610.000000	606.624201	2858.000000	606.624201	4633.000000
607.341052	4888.000000	607.341052	5502.000000	607.341052	4845.000000	607.341052	4709.000000	607.341052	4625.000000	607.341052	5173.000000	607.341052	4999.000000	607.341052	4085.000000	607.341052	4623.000000	607.341052	2894.000000	607.341052	4793.000000
608.057839	4971.000000	608.057839	5512.000000	608.057839	4703.000000	608.057839	4688.000000	608.057839	4696.000000	608.057839	5226.000000	608.057839	5127.000000	608.057839	3968.000000	608.057839	4611.000000	608.057839	2869.000000	608.057839	4651.000000
608.774563	4888.000000	608.774563	5378.000000	608.774563	4883.000000	608.774563	4675.000000	608.774563	4645.000000	608.774563	5231.000000	608.774563	5066.000000	608.774563	3978.000000	608.774563	4703.000000	608.774563	3000.000000	608.774563	4751.000000
609.491224	4966.000000	609.491224	5357.000000	609.491224	4872.000000	609.491224	4714.000000	609.491224	4607.000000	609.491224	5150.000000	609.491224	5031.000000	609.491224	3980.000000	609.491224	4560.000000	609.491224	2890.000000	609.491224	4735.000000
610.207821	4913.000000	610.207821	5436.000000	610.207821	4765.000000	610.207821	4724.000000	610.207821	4697.000000	610.207821	5196.000000	610.207821	5040.000000	610.207821	4047.000000	610.207821	4694.000000	610.207821	2966.000000	610.207821	4731.000000
610.924355	4955.000000	610.924355	5371.000000	610.924355	4938.000000	610.924355	4627.000000	610.924355	4716.000000	610.924355	5193.000000	610.924355	5213.000000	610.924355	4099.000000	610.924355	4583.000000	610.924355	2861.000000	610.924355	4670.000000
611.640825	4973.000000	611.640825	5417.000000	611.640825	4861.000000	611.640825	4655.000000	611.640825	4645.000000	611.640825	5227.000000	611.640825	5021.000000	611.640825	3952.000000	611.640825	4594.000000	611.640825	2862.000000	611.640825	4733.000000
612.357232	5016.000000	612.357232	5584.000000	612.357232	4826.000000	612.357232	4682.000000	612.357232	4651.000000	612.357232	5155.000000	612.357232	4935.000000	612.357232	4035.000000	612.357232	4592.000000	612.357232	2909.000000	612.357232	4796.000000
613.073576	4928.000000	613.073576	5480.000000	613.073576	4883.000000	613.073576	4689.000000	613.073576	4689.000000	613.073576	5156.000000	613.073576	5129.000000	613.073576	4076.000000	613.073576	4647.000000	613.073576	2938.000000	613.073576	4815.000000
613.789856	5117.000000	613.789856	5506.000000	613.789856	4876.000000	613.789856	4692.000000	613.789856	4661.000000	613.789856	5214.000000	613.789856	5060.000000	613.789856	3954.000000	613.789856	4660.000000	613.789856	2944.000000	613.789856	4789.000000
614.506073	5200.000000	614.506073	5564.000000	614.506073	5001.000000	614.506073	4749.000000	614.506073	4789.000000	614.506073	5231.000000	614.506073	5085.000000	614.506073	4006.000000	614.506073	4557.000000	614.506073	3007.000000	614.506073	4918.000000
615.222226	5012.000000	615.222226	5498.000000	615.222226	4973.000000	615.222226	4728.000000	615.222226	4777.000000	615.222226	5224.000000	615.222226	4968.000000	615.222226	4096.000000	615.222226	4670.000000	615.222226	2954.000000	615.222226	4823.000000
615.938316	4995.000000	615.938316	5608.000000	615.938316	4971.000000	615.938316	4742.000000	615.938316	4811.000000	615.938316	5330.000000	615.938316	5052.000000	615.938316	4025.000000	615.938316	4698.000000	615.938316	2945.000000	615.938316	4909.000000
616.654343	5077.000000	616.654343	5689.000000	616.654343	5031.000000	616.654343	4721.000000	616.654343	4786.000000	616.654343	5316.000000	616.654343	5103.000000	616.654343	4098.000000	616.654343	4726.000000	616.654343	3045.000000	616.654343	5003.000000
617.370307	5198.000000	617.370307	5638.000000	617.370307	5059.000000	617.370307	4824.000000	617.370307	4806.000000	617.370307	5283.000000	617.370307	5073.000000	617.370307	4139.000000	617.370307	4704.000000	617.370307	3000.000000	617.370307	4940.000000
618.086207	5261.000000	618.086207	5686.000000	618.086207	5124.000000	618.086207	4830.000000	618.086207	4714.000000	618.086207	5350.000000	618.086207	5219.000000	618.086207	4002.000000	618.086207	4724.000000	618.086207	3110.000000	618.086207	5020.000000
618.802044	5227.000000	618.802044	5779.000000	618.802044	5190.000000	618.802044	4863.000000	618.802044	4939.000000	618.802044	5263.000000	618.802044	5145.000000	618.802044	4166.000000	618.802044	4686.000000	618.802044	3010.000000	618.802044	4940.000000
619.517817	5268.000000	619.517817	5691.000000	619.517817	5161.000000	619.517817	4822.000000	619.517817	4866.000000	619.517817	5262.000000	619.517817	5128.000000	619.517817	4181.000000	619.517817	4744.000000	619.517817	3086.000000	619.517817	4966.000000
620.233527	5233.000000	620.233527	5801.000000	620.233527	5131.000000	620.233527	4797.000000	620.233527	4844.000000	620.233527	5358.000000	620.233527	5145.000000	620.233527	4117.000000	620.233527	4721.000000	620.233527	3055.000000	620.233527	4954.000000
620.949174	5325.000000	620.949174	5840.000000	620.949174	5119.000000	620.949174	4865.000000	620.949174	4955.000000	620.949174	5377.000000	620.949174	5080.000000	620.949174	4177.000000	620.949174	4780.000000	620.949174	3066.000000	620.949174	5058.000000
621.664758	5239.000000	621.664758	5768.000000	621.664758	5217.000000	621.664758	4760.000000	621.664758	4836.000000	621.664758	5359.000000	621.664758	5137.000000	621.664758	4193.000000	621.664758	4877.000000	621.664758	3117.000000	621.664758	4966.000000
622.380278	5325.000000	622.380278	5709.000000	622.380278	5165.000000	622.380278	4805.000000	622.380278	4871.000000	622.380278	5365.000000	622.380278	5152.000000	622.380278	4187.000000	622.380278	4812.000000	622.380278	3080.000000	622.380278	4982.000000
623.095735	5211.000000	623.095735	5705.000000	623.095735	5180.000000	623.095735	4837.000000	623.095735	4852.000000	623.095735	5413.000000	623.095735	5095.000000	623.095735	4195.000000	623.095735	4834.000000	623.095735	3021.000000	623.095735	5002.000000
623.811129	5302.000000	623.811129	5822.000000	623.811129	5214.000000	623.811129	4873.000000	623.811129	4874.000000	623.811129	5308.000000	623.811129	5115.000000	623.811129	4190.000000	623.811129	4837.000000	623.811129	3073.000000	623.811129	5083.000000
624.526459	5282.000000	624.526459	5744.000000	624.526459	5204.000000	624.526459	4841.000000	624.526459	4888.000000	624.526459	5400.000000	624.526459	5101.000000	624.526459	4162.000000	624.526459	4730.000000	624.526459	3117.000000	624.526459	4989.000000
625.241726	5166.000000	625.241726	5732.000000	625.241726	5141.000000	625.241726	4893.000000	625.241726	4885.000000	625.241726	5371.000000	625.241726	5252.000000	625.241726	4127.000000	625.241726	4788.000000	625.241726	3087.000000	625.241726	4914.000000
625.956930	5047.000000	625.956930	5738.000000	625.956930	5125.000000	625.956930	4841.000000	625.956930	4850.000000	625.956930	5334.000000	625.956930	5185.000000	625.956930	4049.000000	625.956930	4821.000000	625.956930	3060.000000	625.956930	4935.000000
626.672071	5244.000000	626.672071	5596.000000	626.672071	5147.000000	626.672071	4790.000000	626.672071	4777.000000	626.672071	5316.000000	626.672071	5138.000000	626.672071	4118.000000	626.672071	4626.000000	626.672071	3000.000000	626.672071	4800.000000
627.387148	5292.000000	627.387148	5622.000000	627.387148	5015.000000	627.387148	4804.000000	627.387148	4815.000000	627.387148	5331.000000	627.387148	5171.000000	627.387148	4080.000000	627.387148	4733.000000	627.387148	2993.000000	627.387148	4792.000000
628.102162	5126.000000	628.102162	5549.000000	628.102162	4991.000000	628.102162	4815.000000	628.102162	4755.000000	628.102162	5280.000000	628.102162	5141.000000	628.102162	4058.000000	628.102162	4804.000000	628.102162	3030.000000	628.102162	4819.000000
628.817113	4988.000000	628.817113	5507.000000	628.817113	4921.000000	628.817113	4692.000000	628.817113	4833.000000	628.817113	5335.000000	628.817113	5037.000000	628.817113	3979.000000	628.817113	4765.000000	628.817113	2955.000000	628.817113	4840.000000
629.532001	5029.000000	629.532001	5574.000000	629.532001	4933.000000	629.532001	4788.000000	629.532001	4760.000000	629.532001	5330.000000	629.532001	5122.000000	629.532001	4064.000000	629.532001	4722.000000	629.532001	2989.000000	629.532001	4795.000000
630.246825	4949.000000	630.246825	5452.000000	630.246825	4909.000000	630.246825	4699.000000	630.246825	4591.000000	630.246825	5236.000000	630.246825	5049.000000	630.246825	4004.000000	630.246825	4616.000000	630.246825	2924.000000	630.246825	4774.000000
630.961587	4966.000000	630.961587	5519.000000	630.961587	4891.000000	630.961587	4603.000000	630.961587	4709.000000	630.961587	5211.000000	630.961587	4972.000000	630.961587	4146.000000	630.961587	4573.000000	630.961587	2907.000000	630.961587	4740.000000
631.676285	4934.000000	631.676285	5543.000000	631.676285	4887.000000	631.676285	4639.000000	631.676285	4605.000000	631.676285	5116.000000	631.676285	4965.000000	631.676285	3981.000000	631.676285	4646.000000	631.676285	2923.000000	631.676285	4777.000000
632.390919	4903.000000	632.390919	5539.000000	632.390919	4905.000000	632.390919	4641.000000	632.390919	4686.000000	632.390919	5222.000000	632.390919	5024.000000	632.390919	3995.000000	632.390919	4619.000000	632.390919	2945.000000	632.390919	4764.000000
633.105491	4923.000000	633.105491	5463.000000	633.105491	4883.000000	633.105491	4635.000000	633.105491	4597.000000	633.105491	5143.000000	633.105491	5021.000000	633.105491	4044.000000	633.105491	4669.000000	633.105491	2881.000000	633.105491	4670.000000
633.819999	4819.000000	633.819999	5365.000000	633.819999	4844.000000	633.819999	4687.000000	633.819999	4634.000000	633.819999	5188.000000	633.819999	5061.000000	633.819999	4050.000000	633.819999	4617.000000	633.819999	2868.000000	633.819999	4703.000000
634.534444	4920.000000	634.534444	5334.000000	634.534444	4870.000000	634.534444	4650.000000	634.534444	4765.000000	634.534444	5313.000000	634.534444	5083.000000	634.534444	4005.000000	634.534444	4607.000000	634.534444	2910.000000	634.534444	4670.000000
635.248826	4846.000000	635.248826	5405.000000	635.248826	4810.000000	635.248826	4658.000000	635.248826	4751.000000	635.248826	5146.000000	635.248826	4962.000000	635.248826	4065.000000	635.248826	4562.000000	635.248826	2820.000000	635.248826	4690.000000
635.963145	4897.000000	635.963145	5384.000000	635.963145	4703.000000	635.963145	4634.000000	635.963145	4599.000000	635.963145	5254.000000	635.963145	5036.000000	635.963145	3942.000000	635.963145	4530.000000	635.963145	2839.000000	635.963145	4562.000000
636.677401	4820.000000	636.677401	5159.000000	636.677401	4733.000000	636.677401	4543.000000	636.677401	4693.000000	636.677401	5171.000000	636.677401	5007.000000	636.677401	4049.000000	636.677401	4664.000000	636.677401	2887.000000	636.677401	4639.000000
637.391593	4785.000000	637.391593	5345.000000	637.391593	4709.000000	637.391593	4612.000000	637.391593	4508.000000	637.391593	5187.000000	637.391593	5076.000000	637.391593	3903.000000	637.391593	4639.000000	637.391593	2865.000000	637.391593	4631.000000
638.105723	4808.000000	638.105723	5331.000000	638.105723	4803.000000	638.105723	4729.000000	638.105723	4574.000000	638.105723	5194.000000	638.105723	5024.000000	638.105723	4037.000000	638.105723	4594.000000	638.105723	2834.000000	638.105723	4665.000000
638.819789	4715.000000	638.819789	5324.000000	638.819789	4696.000000	638.819789	4553.000000	638.819789	4473.000000	638.819789	5151.000000	638.819789	4936.000000	638.819789	3973.000000	638.819789	4555.000000	638.819789	2817.000000	638.819789	4617.000000
639.533792	4798.000000	639.533792	5296.000000	639.533792	4830.000000	639.533792	4599.000000	639.533792	4642.000000	639.533792	5165.000000	639.533792	5021.000000	639.533792	3918.000000	639.533792	4573.000000	639.533792	2773.000000	639.533792	4653.000000
640.247732	4774.000000	640.247732	5299.000000	640.247732	4770.000000	640.247732	4620.000000	640.247732	4674.000000	640.247732	5178.000000	640.247732	4965.000000	640.247732	3950.000000	640.247732	4608.000000	640.247732	2852.000000	640.247732	4691.000000
640.961608	4848.000000	640.961608	5279.000000	640.961608	4692.000000	640.961608	4634.000000	640.961608	4602.000000	640.961608	5138.000000	640.961608	5082.000000	640.961608	4115.000000	640.961608	4516.000000	640.961608	2869.000000	640.961608	4690.000000
