X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
559.892568	6427.000000	559.892568	5791.000000	559.892568	5495.000000	559.892568	5144.000000	559.892568	4949.000000	559.892568	8455.000000	559.892568	9769.000000	559.892568	6162.000000	559.892568	4534.000000	559.892568	3854.000000	559.892568	3601.000000	559.892568	6307.000000	559.892568	4566.000000	559.892568	3908.000000	559.892568	3613.000000
560.613554	6313.000000	560.613554	5809.000000	560.613554	5433.000000	560.613554	5135.000000	560.613554	4893.000000	560.613554	8396.000000	560.613554	9808.000000	560.613554	6187.000000	560.613554	4496.000000	560.613554	3925.000000	560.613554	3569.000000	560.613554	6287.000000	560.613554	4585.000000	560.613554	3881.000000	560.613554	3726.000000
561.334477	6246.000000	561.334477	5651.000000	561.334477	5412.000000	561.334477	4909.000000	561.334477	4879.000000	561.334477	8346.000000	561.334477	9636.000000	561.334477	6170.000000	561.334477	4430.000000	561.334477	3888.000000	561.334477	3643.000000	561.334477	6298.000000	561.334477	4520.000000	561.334477	3987.000000	561.334477	3629.000000
562.055336	6126.000000	562.055336	5584.000000	562.055336	5217.000000	562.055336	4887.000000	562.055336	4783.000000	562.055336	8227.000000	562.055336	9627.000000	562.055336	6072.000000	562.055336	4477.000000	562.055336	3871.000000	562.055336	3600.000000	562.055336	6269.000000	562.055336	4488.000000	562.055336	3914.000000	562.055336	3594.000000
562.776130	6124.000000	562.776130	5485.000000	562.776130	5203.000000	562.776130	4950.000000	562.776130	4682.000000	562.776130	8265.000000	562.776130	9465.000000	562.776130	6132.000000	562.776130	4497.000000	562.776130	3787.000000	562.776130	3567.000000	562.776130	6197.000000	562.776130	4382.000000	562.776130	3790.000000	562.776130	3567.000000
563.496862	6079.000000	563.496862	5518.000000	563.496862	5188.000000	563.496862	4792.000000	563.496862	4722.000000	563.496862	8312.000000	563.496862	9515.000000	563.496862	6015.000000	563.496862	4399.000000	563.496862	3885.000000	563.496862	3422.000000	563.496862	6256.000000	563.496862	4558.000000	563.496862	3841.000000	563.496862	3623.000000
564.217529	5993.000000	564.217529	5465.000000	564.217529	5109.000000	564.217529	4807.000000	564.217529	4629.000000	564.217529	8288.000000	564.217529	9356.000000	564.217529	5949.000000	564.217529	4464.000000	564.217529	3807.000000	564.217529	3492.000000	564.217529	6309.000000	564.217529	4490.000000	564.217529	3947.000000	564.217529	3568.000000
564.938132	6015.000000	564.938132	5547.000000	564.938132	5102.000000	564.938132	4663.000000	564.938132	4652.000000	564.938132	8238.000000	564.938132	9496.000000	564.938132	5991.000000	564.938132	4422.000000	564.938132	3866.000000	564.938132	3410.000000	564.938132	6174.000000	564.938132	4433.000000	564.938132	3840.000000	564.938132	3627.000000
565.658672	5925.000000	565.658672	5329.000000	565.658672	7168.000000	565.658672	4642.000000	565.658672	4604.000000	565.658672	8299.000000	565.658672	9544.000000	565.658672	5971.000000	565.658672	4419.000000	565.658672	3702.000000	565.658672	3432.000000	565.658672	6236.000000	565.658672	4513.000000	565.658672	3867.000000	565.658672	3599.000000
566.379148	5871.000000	566.379148	5416.000000	566.379148	5080.000000	566.379148	4568.000000	566.379148	4472.000000	566.379148	8259.000000	566.379148	9477.000000	566.379148	5984.000000	566.379148	4443.000000	566.379148	3773.000000	566.379148	3421.000000	566.379148	6136.000000	566.379148	4533.000000	566.379148	3876.000000	566.379148	3583.000000
567.099560	5755.000000	567.099560	5217.000000	567.099560	4958.000000	567.099560	4591.000000	567.099560	4366.000000	567.099560	8272.000000	567.099560	9356.000000	567.099560	6011.000000	567.099560	4321.000000	567.099560	3586.000000	567.099560	3424.000000	567.099560	6159.000000	567.099560	4452.000000	567.099560	3772.000000	567.099560	3548.000000
567.819908	5763.000000	567.819908	5287.000000	567.819908	4944.000000	567.819908	4489.000000	567.819908	4435.000000	567.819908	8326.000000	567.819908	9500.000000	567.819908	5946.000000	567.819908	4363.000000	567.819908	3741.000000	567.819908	3402.000000	567.819908	6114.000000	567.819908	4357.000000	567.819908	3901.000000	567.819908	3619.000000
568.540193	5730.000000	568.540193	5191.000000	568.540193	4863.000000	568.540193	4476.000000	568.540193	4444.000000	568.540193	8285.000000	568.540193	9455.000000	568.540193	5914.000000	568.540193	4304.000000	568.540193	3779.000000	568.540193	3454.000000	568.540193	6188.000000	568.540193	4406.000000	568.540193	3843.000000	568.540193	3541.000000
569.260414	5574.000000	569.260414	5218.000000	569.260414	4933.000000	569.260414	4479.000000	569.260414	4384.000000	569.260414	8316.000000	569.260414	9358.000000	569.260414	5972.000000	569.260414	4288.000000	569.260414	3737.000000	569.260414	3450.000000	569.260414	6202.000000	569.260414	4528.000000	569.260414	3831.000000	569.260414	3550.000000
569.980571	5690.000000	569.980571	5189.000000	569.980571	4801.000000	569.980571	4348.000000	569.980571	4255.000000	569.980571	8216.000000	569.980571	9489.000000	569.980571	5979.000000	569.980571	4350.000000	569.980571	3688.000000	569.980571	3305.000000	569.980571	6219.000000	569.980571	4490.000000	569.980571	3731.000000	569.980571	3426.000000
