X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
559.892568	5635.000000	559.892568	4785.000000	559.892568	4605.000000	559.892568	10474.000000	559.892568	6885.000000	559.892568	16235.000000	559.892568	10373.000000	559.892568	8756.000000	559.892568	3592.000000	559.892568	3248.000000	559.892568	7711.000000	559.892568	5908.000000	559.892568	5103.000000	559.892568	4868.000000	559.892568	4549.000000
560.613554	5547.000000	560.613554	4825.000000	560.613554	4581.000000	560.613554	10527.000000	560.613554	6831.000000	560.613554	16212.000000	560.613554	10481.000000	560.613554	8612.000000	560.613554	3517.000000	560.613554	3188.000000	560.613554	7621.000000	560.613554	5881.000000	560.613554	5045.000000	560.613554	4815.000000	560.613554	4578.000000
561.334477	5498.000000	561.334477	4781.000000	561.334477	4559.000000	561.334477	10401.000000	561.334477	6866.000000	561.334477	16274.000000	561.334477	10446.000000	561.334477	8635.000000	561.334477	3564.000000	561.334477	3148.000000	561.334477	7541.000000	561.334477	5780.000000	561.334477	5051.000000	561.334477	4725.000000	561.334477	4514.000000
562.055336	5466.000000	562.055336	4708.000000	562.055336	4482.000000	562.055336	10251.000000	562.055336	6808.000000	562.055336	16088.000000	562.055336	10474.000000	562.055336	8602.000000	562.055336	3500.000000	562.055336	3174.000000	562.055336	7558.000000	562.055336	5855.000000	562.055336	4867.000000	562.055336	4680.000000	562.055336	4420.000000
562.776130	5317.000000	562.776130	4785.000000	562.776130	4431.000000	562.776130	10502.000000	562.776130	6777.000000	562.776130	16104.000000	562.776130	10210.000000	562.776130	8670.000000	562.776130	3444.000000	562.776130	3086.000000	562.776130	7673.000000	562.776130	5708.000000	562.776130	4889.000000	562.776130	4679.000000	562.776130	4351.000000
563.496862	5377.000000	563.496862	4702.000000	563.496862	4394.000000	563.496862	10459.000000	563.496862	6874.000000	563.496862	16040.000000	563.496862	10475.000000	563.496862	8480.000000	563.496862	3403.000000	563.496862	3131.000000	563.496862	7446.000000	563.496862	5737.000000	563.496862	4849.000000	563.496862	4620.000000	563.496862	4278.000000
564.217529	5412.000000	564.217529	4591.000000	564.217529	4349.000000	564.217529	10594.000000	564.217529	6833.000000	564.217529	15985.000000	564.217529	10293.000000	564.217529	8582.000000	564.217529	3364.000000	564.217529	3076.000000	564.217529	7350.000000	564.217529	5725.000000	564.217529	4923.000000	564.217529	4612.000000	564.217529	4331.000000
564.938132	5454.000000	564.938132	4602.000000	564.938132	4363.000000	564.938132	10461.000000	564.938132	6799.000000	564.938132	16101.000000	564.938132	10244.000000	564.938132	8496.000000	564.938132	3301.000000	564.938132	2972.000000	564.938132	7350.000000	564.938132	5705.000000	564.938132	4748.000000	564.938132	4483.000000	564.938132	4329.000000
565.658672	5290.000000	565.658672	4624.000000	565.658672	4409.000000	565.658672	10556.000000	565.658672	6857.000000	565.658672	16189.000000	565.658672	10392.000000	565.658672	8371.000000	565.658672	3287.000000	565.658672	3023.000000	565.658672	7413.000000	565.658672	5584.000000	565.658672	4695.000000	565.658672	4509.000000	565.658672	4260.000000
566.379148	5309.000000	566.379148	4599.000000	566.379148	4252.000000	566.379148	10437.000000	566.379148	6809.000000	566.379148	16064.000000	566.379148	10292.000000	566.379148	8511.000000	566.379148	3266.000000	566.379148	2977.000000	566.379148	7371.000000	566.379148	5542.000000	566.379148	4824.000000	566.379148	4576.000000	566.379148	4187.000000
567.099560	5258.000000	567.099560	4572.000000	567.099560	4367.000000	567.099560	10307.000000	567.099560	6729.000000	567.099560	16008.000000	567.099560	10358.000000	567.099560	8525.000000	567.099560	3263.000000	567.099560	2849.000000	567.099560	7274.000000	567.099560	5502.000000	567.099560	4646.000000	567.099560	4382.000000	567.099560	4268.000000
567.819908	5263.000000	567.819908	4583.000000	567.819908	4353.000000	567.819908	10470.000000	567.819908	6804.000000	567.819908	15892.000000	567.819908	10210.000000	567.819908	8459.000000	567.819908	3253.000000	567.819908	2882.000000	567.819908	7294.000000	567.819908	5566.000000	567.819908	4530.000000	567.819908	4479.000000	567.819908	4188.000000
568.540193	5226.000000	568.540193	4531.000000	568.540193	4277.000000	568.540193	10384.000000	568.540193	6697.000000	568.540193	16020.000000	568.540193	10452.000000	568.540193	8449.000000	568.540193	3176.000000	568.540193	2888.000000	568.540193	7356.000000	568.540193	5574.000000	568.540193	4603.000000	568.540193	4403.000000	568.540193	4225.000000
569.260414	5173.000000	569.260414	4503.000000	569.260414	4222.000000	569.260414	10417.000000	569.260414	6722.000000	569.260414	15993.000000	569.260414	10280.000000	569.260414	8533.000000	569.260414	3260.000000	569.260414	2809.000000	569.260414	7302.000000	569.260414	5497.000000	569.260414	4649.000000	569.260414	4416.000000	569.260414	4206.000000
569.980571	5026.000000	569.980571	4478.000000	569.980571	4155.000000	569.980571	10422.000000	569.980571	6661.000000	569.980571	16030.000000	569.980571	10320.000000	569.980571	8459.000000	569.980571	3165.000000	569.980571	2821.000000	569.980571	7190.000000	569.980571	5417.000000	569.980571	4517.000000	569.980571	4502.000000	569.980571	4081.000000
