X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
559.892568	4203.000000	559.892568	4207.000000	559.892568	3992.000000	559.892568	9149.000000	559.892568	6749.000000	559.892568	6327.000000	559.892568	5975.000000	559.892568	5502.000000	559.892568	3690.000000	559.892568	5071.000000	559.892568	4514.000000	559.892568	3992.000000	559.892568	3847.000000	559.892568	4770.000000	559.892568	4244.000000
560.613554	4164.000000	560.613554	4033.000000	560.613554	3865.000000	560.613554	9014.000000	560.613554	6853.000000	560.613554	6184.000000	560.613554	5961.000000	560.613554	5560.000000	560.613554	3682.000000	560.613554	4979.000000	560.613554	4458.000000	560.613554	3909.000000	560.613554	3865.000000	560.613554	4705.000000	560.613554	4326.000000
561.334477	4011.000000	561.334477	3932.000000	561.334477	3955.000000	561.334477	9110.000000	561.334477	6894.000000	561.334477	6233.000000	561.334477	5923.000000	561.334477	5490.000000	561.334477	3633.000000	561.334477	4956.000000	561.334477	4462.000000	561.334477	3948.000000	561.334477	3775.000000	561.334477	4633.000000	561.334477	4172.000000
562.055336	4077.000000	562.055336	3910.000000	562.055336	3881.000000	562.055336	8920.000000	562.055336	6843.000000	562.055336	6268.000000	562.055336	5894.000000	562.055336	5451.000000	562.055336	3578.000000	562.055336	4907.000000	562.055336	4407.000000	562.055336	3897.000000	562.055336	3668.000000	562.055336	4545.000000	562.055336	4155.000000
562.776130	4000.000000	562.776130	3839.000000	562.776130	3712.000000	562.776130	8889.000000	562.776130	6765.000000	562.776130	6086.000000	562.776130	5874.000000	562.776130	5283.000000	562.776130	3452.000000	562.776130	4885.000000	562.776130	4351.000000	562.776130	3975.000000	562.776130	3658.000000	562.776130	4587.000000	562.776130	4030.000000
563.496862	3948.000000	563.496862	3855.000000	563.496862	3755.000000	563.496862	8873.000000	563.496862	6727.000000	563.496862	6045.000000	563.496862	5753.000000	563.496862	5270.000000	563.496862	3554.000000	563.496862	4816.000000	563.496862	4273.000000	563.496862	3739.000000	563.496862	3658.000000	563.496862	4576.000000	563.496862	4059.000000
564.217529	3928.000000	564.217529	3833.000000	564.217529	3686.000000	564.217529	8790.000000	564.217529	6721.000000	564.217529	5925.000000	564.217529	5781.000000	564.217529	5239.000000	564.217529	3422.000000	564.217529	4743.000000	564.217529	4097.000000	564.217529	3644.000000	564.217529	3591.000000	564.217529	4487.000000	564.217529	3992.000000
564.938132	4032.000000	564.938132	3762.000000	564.938132	3668.000000	564.938132	8751.000000	564.938132	6579.000000	564.938132	6011.000000	564.938132	5675.000000	564.938132	5259.000000	564.938132	3464.000000	564.938132	4673.000000	564.938132	4319.000000	564.938132	3711.000000	564.938132	3557.000000	564.938132	4496.000000	564.938132	3983.000000
565.658672	3935.000000	565.658672	3632.000000	565.658672	3743.000000	565.658672	8512.000000	565.658672	6595.000000	565.658672	5931.000000	565.658672	5774.000000	565.658672	5141.000000	565.658672	3426.000000	565.658672	4669.000000	565.658672	4191.000000	565.658672	3761.000000	565.658672	3434.000000	565.658672	4324.000000	565.658672	3901.000000
566.379148	3826.000000	566.379148	3627.000000	566.379148	3609.000000	566.379148	8641.000000	566.379148	6483.000000	566.379148	5877.000000	566.379148	5576.000000	566.379148	5070.000000	566.379148	3355.000000	566.379148	4606.000000	566.379148	4147.000000	566.379148	3674.000000	566.379148	3459.000000	566.379148	4339.000000	566.379148	3849.000000
567.099560	3797.000000	567.099560	3731.000000	567.099560	3579.000000	567.099560	8696.000000	567.099560	6511.000000	567.099560	5912.000000	567.099560	5506.000000	567.099560	4984.000000	567.099560	3328.000000	567.099560	4648.000000	567.099560	4189.000000	567.099560	3526.000000	567.099560	3438.000000	567.099560	4391.000000	567.099560	3869.000000
567.819908	3772.000000	567.819908	3640.000000	567.819908	3630.000000	567.819908	8709.000000	567.819908	6470.000000	567.819908	5809.000000	567.819908	5456.000000	567.819908	5102.000000	567.819908	3245.000000	567.819908	4592.000000	567.819908	4127.000000	567.819908	3573.000000	567.819908	3319.000000	567.819908	4419.000000	567.819908	3899.000000
568.540193	3786.000000	568.540193	3566.000000	568.540193	3459.000000	568.540193	8613.000000	568.540193	6424.000000	568.540193	5918.000000	568.540193	5459.000000	568.540193	5093.000000	568.540193	3263.000000	568.540193	4596.000000	568.540193	4008.000000	568.540193	3505.000000	568.540193	3297.000000	568.540193	4268.000000	568.540193	3812.000000
569.260414	3696.000000	569.260414	3491.000000	569.260414	3510.000000	569.260414	8652.000000	569.260414	6437.000000	569.260414	5834.000000	569.260414	5546.000000	569.260414	4937.000000	569.260414	3212.000000	569.260414	4566.000000	569.260414	3912.000000	569.260414	3464.000000	569.260414	3265.000000	569.260414	4322.000000	569.260414	3802.000000
569.980571	3639.000000	569.980571	3510.000000	569.980571	3422.000000	569.980571	8470.000000	569.980571	6351.000000	569.980571	5698.000000	569.980571	5307.000000	569.980571	4987.000000	569.980571	3281.000000	569.980571	4592.000000	569.980571	3941.000000	569.980571	3413.000000	569.980571	3204.000000	569.980571	4255.000000	569.980571	3825.000000
570.700664	3589.000000	570.700664	3526.000000	570.700664	3382.000000	570.700664	8546.000000	570.700664	6394.000000	570.700664	5765.000000	570.700664	5367.000000	570.700664	4857.000000	570.700664	3251.000000	570.700664	4372.000000	570.700664	3973.000000	570.700664	3418.000000	570.700664	3142.000000	570.700664	4251.000000	570.700664	3774.000000
571.420694	3621.000000	571.420694	3532.000000	571.420694	3495.000000	571.420694	8494.000000	571.420694	6393.000000	571.420694	5735.000000	571.420694	5419.000000	571.420694	4863.000000	571.420694	3158.000000	571.420694	4367.000000	571.420694	3885.000000	571.420694	3398.000000	571.420694	3210.000000	571.420694	4175.000000	571.420694	3711.000000
572.140660	3591.000000	572.140660	3453.000000	572.140660	3355.000000	572.140660	8534.000000	572.140660	6332.000000	572.140660	5669.000000	572.140660	5246.000000	572.140660	4990.000000	572.140660	3166.000000	572.140660	4378.000000	572.140660	3911.000000	572.140660	3369.000000	572.140660	3247.000000	572.140660	4202.000000	572.140660	3702.000000
572.860562	3524.000000	572.860562	3437.000000	572.860562	3369.000000	572.860562	8351.000000	572.860562	6214.000000	572.860562	5688.000000	572.860562	5216.000000	572.860562	4860.000000	572.860562	3185.000000	572.860562	4399.000000	572.860562	3783.000000	572.860562	3301.000000	572.860562	3171.000000	572.860562	4116.000000	572.860562	3648.000000
573.580401	3565.000000	573.580401	3320.000000	573.580401	3291.000000	573.580401	8398.000000	573.580401	6263.000000	573.580401	5617.000000	573.580401	5316.000000	573.580401	4806.000000	573.580401	3197.000000	573.580401	4338.000000	573.580401	3786.000000	573.580401	3250.000000	573.580401	3141.000000	573.580401	4133.000000	573.580401	3733.000000
574.300176	3471.000000	574.300176	3310.000000	574.300176	3323.000000	574.300176	8392.000000	574.300176	6162.000000	574.300176	5619.000000	574.300176	5196.000000	574.300176	4794.000000	574.300176	3041.000000	574.300176	4352.000000	574.300176	3710.000000	574.300176	3291.000000	574.300176	3113.000000	574.300176	4048.000000	574.300176	3601.000000
575.019887	3582.000000	575.019887	3368.000000	575.019887	3289.000000	575.019887	8378.000000	575.019887	6238.000000	575.019887	5516.000000	575.019887	5271.000000	575.019887	4747.000000	575.019887	3029.000000	575.019887	4389.000000	575.019887	3826.000000	575.019887	3237.000000	575.019887	3128.000000	575.019887	4035.000000	575.019887	3571.000000
575.739534	3410.000000	575.739534	3376.000000	575.739534	3253.000000	575.739534	8359.000000	575.739534	6058.000000	575.739534	5576.000000	575.739534	5183.000000	575.739534	4797.000000	575.739534	3018.000000	575.739534	4358.000000	575.739534	3708.000000	575.739534	3235.000000	575.739534	2963.000000	575.739534	3988.000000	575.739534	3592.000000
576.459118	3469.000000	576.459118	3271.000000	576.459118	3175.000000	576.459118	8312.000000	576.459118	6137.000000	576.459118	5552.000000	576.459118	5110.000000	576.459118	4759.000000	576.459118	3107.000000	576.459118	4353.000000	576.459118	3647.000000	576.459118	3191.000000	576.459118	3023.000000	576.459118	3972.000000	576.459118	3471.000000
577.178638	3375.000000	577.178638	3250.000000	577.178638	3254.000000	577.178638	8291.000000	577.178638	6199.000000	577.178638	5437.000000	577.178638	5113.000000	577.178638	4669.000000	577.178638	3015.000000	577.178638	4231.000000	577.178638	3622.000000	577.178638	3169.000000	577.178638	2986.000000	577.178638	4059.000000	577.178638	3594.000000
577.898094	3434.000000	577.898094	3278.000000	577.898094	3134.000000	577.898094	8234.000000	577.898094	6033.000000	577.898094	5469.000000	577.898094	5088.000000	577.898094	4658.000000	577.898094	2979.000000	577.898094	4127.000000	577.898094	3720.000000	577.898094	3212.000000	577.898094	3034.000000	577.898094	4038.000000	577.898094	3577.000000
578.617487	3360.000000	578.617487	3197.000000	578.617487	3168.000000	578.617487	8341.000000	578.617487	6055.000000	578.617487	5307.000000	578.617487	5001.000000	578.617487	4619.000000	578.617487	3018.000000	578.617487	4169.000000	578.617487	3660.000000	578.617487	3143.000000	578.617487	3041.000000	578.617487	4007.000000	578.617487	3524.000000
579.336816	3343.000000	579.336816	3151.000000	579.336816	3195.000000	579.336816	8180.000000	579.336816	6004.000000	579.336816	5444.000000	579.336816	5024.000000	579.336816	4628.000000	579.336816	2962.000000	579.336816	4096.000000	579.336816	3586.000000	579.336816	3052.000000	579.336816	2988.000000	579.336816	3924.000000	579.336816	3503.000000
580.056081	3323.000000	580.056081	3268.000000	580.056081	3123.000000	580.056081	8407.000000	580.056081	6043.000000	580.056081	5418.000000	580.056081	4968.000000	580.056081	4702.000000	580.056081	2929.000000	580.056081	4169.000000	580.056081	3603.000000	580.056081	3079.000000	580.056081	2960.000000	580.056081	4039.000000	580.056081	3537.000000
580.775283	3291.000000	580.775283	3105.000000	580.775283	3043.000000	580.775283	8244.000000	580.775283	6094.000000	580.775283	5304.000000	580.775283	5025.000000	580.775283	4527.000000	580.775283	2875.000000	580.775283	4145.000000	580.775283	3615.000000	580.775283	3087.000000	580.775283	2946.000000	580.775283	3976.000000	580.775283	3432.000000
581.494421	3331.000000	581.494421	3145.000000	581.494421	3099.000000	581.494421	8282.000000	581.494421	5916.000000	581.494421	5293.000000	581.494421	5129.000000	581.494421	4566.000000	581.494421	2906.000000	581.494421	4080.000000	581.494421	3562.000000	581.494421	3050.000000	581.494421	2941.000000	581.494421	3915.000000	581.494421	3393.000000
582.213495	3304.000000	582.213495	3171.000000	582.213495	3076.000000	582.213495	8218.000000	582.213495	5908.000000	582.213495	5395.000000	582.213495	4941.000000	582.213495	4495.000000	582.213495	2936.000000	582.213495	4093.000000	582.213495	3464.000000	582.213495	3086.000000	582.213495	2811.000000	582.213495	3945.000000	582.213495	3509.000000
582.932506	3293.000000	582.932506	3167.000000	582.932506	3113.000000	582.932506	8109.000000	582.932506	5878.000000	582.932506	5318.000000	582.932506	4912.000000	582.932506	4534.000000	582.932506	2840.000000	582.932506	4045.000000	582.932506	3514.000000	582.932506	2999.000000	582.932506	2850.000000	582.932506	3920.000000	582.932506	3475.000000
583.651453	3188.000000	583.651453	3113.000000	583.651453	3075.000000	583.651453	8087.000000	583.651453	5954.000000	583.651453	5341.000000	583.651453	4926.000000	583.651453	4493.000000	583.651453	2907.000000	583.651453	3938.000000	583.651453	3506.000000	583.651453	3051.000000	583.651453	2849.000000	583.651453	3893.000000	583.651453	3438.000000
584.370336	3265.000000	584.370336	3183.000000	584.370336	3093.000000	584.370336	8168.000000	584.370336	5901.000000	584.370336	5204.000000	584.370336	4899.000000	584.370336	4614.000000	584.370336	2874.000000	584.370336	4032.000000	584.370336	3504.000000	584.370336	2987.000000	584.370336	2786.000000	584.370336	3922.000000	584.370336	3394.000000
585.089156	3191.000000	585.089156	3110.000000	585.089156	2999.000000	585.089156	8092.000000	585.089156	5931.000000	585.089156	5188.000000	585.089156	4971.000000	585.089156	4430.000000	585.089156	2902.000000	585.089156	3980.000000	585.089156	3446.000000	585.089156	3061.000000	585.089156	2840.000000	585.089156	3841.000000	585.089156	3431.000000
585.807912	3182.000000	585.807912	3071.000000	585.807912	3034.000000	585.807912	8256.000000	585.807912	5823.000000	585.807912	5267.000000	585.807912	4905.000000	585.807912	4471.000000	585.807912	2857.000000	585.807912	3927.000000	585.807912	3486.000000	585.807912	3031.000000	585.807912	2769.000000	585.807912	3870.000000	585.807912	3424.000000
586.526605	3194.000000	586.526605	3111.000000	586.526605	3042.000000	586.526605	8043.000000	586.526605	5990.000000	586.526605	5310.000000	586.526605	4877.000000	586.526605	4445.000000	586.526605	2855.000000	586.526605	4018.000000	586.526605	3435.000000	586.526605	2995.000000	586.526605	2784.000000	586.526605	3860.000000	586.526605	3342.000000
587.245234	3239.000000	587.245234	3100.000000	587.245234	2994.000000	587.245234	8010.000000	587.245234	5870.000000	587.245234	5216.000000	587.245234	4837.000000	587.245234	4402.000000	587.245234	2883.000000	587.245234	4015.000000	587.245234	3440.000000	587.245234	2956.000000	587.245234	2844.000000	587.245234	3815.000000	587.245234	3415.000000
