X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
559.892568	12020.000000	559.892568	8035.000000	559.892568	7105.000000	559.892568	6497.000000	559.892568	6099.000000	559.892568	13434.000000	559.892568	9549.000000	559.892568	8138.000000	559.892568	7320.000000	559.892568	7132.000000	559.892568	6561.000000	559.892568	7631.000000	559.892568	6186.000000	559.892568	5851.000000	559.892568	5654.000000	559.892568	5509.000000	559.892568	6589.000000	559.892568	5381.000000	559.892568	4908.000000	559.892568	4671.000000	559.892568	40019.000000	559.892568	5208.000000	559.892568	4468.000000	559.892568	4214.000000
560.613554	11996.000000	560.613554	7961.000000	560.613554	7106.000000	560.613554	6479.000000	560.613554	5971.000000	560.613554	13724.000000	560.613554	9705.000000	560.613554	8088.000000	560.613554	7361.000000	560.613554	6901.000000	560.613554	6611.000000	560.613554	7646.000000	560.613554	6167.000000	560.613554	5764.000000	560.613554	5585.000000	560.613554	5461.000000	560.613554	6538.000000	560.613554	5362.000000	560.613554	4932.000000	560.613554	4646.000000	560.613554	39951.000000	560.613554	5119.000000	560.613554	4476.000000	560.613554	4257.000000
561.334477	12013.000000	561.334477	8065.000000	561.334477	6873.000000	561.334477	6458.000000	561.334477	6131.000000	561.334477	13422.000000	561.334477	9551.000000	561.334477	7823.000000	561.334477	7393.000000	561.334477	6840.000000	561.334477	6564.000000	561.334477	7514.000000	561.334477	6113.000000	561.334477	5711.000000	561.334477	5458.000000	561.334477	5354.000000	561.334477	6550.000000	561.334477	5365.000000	561.334477	4868.000000	561.334477	4599.000000	561.334477	39954.000000	561.334477	5137.000000	561.334477	4444.000000	561.334477	4253.000000
562.055336	11848.000000	562.055336	7867.000000	562.055336	6972.000000	562.055336	6353.000000	562.055336	6017.000000	562.055336	13513.000000	562.055336	9533.000000	562.055336	7936.000000	562.055336	7249.000000	562.055336	6803.000000	562.055336	6574.000000	562.055336	7470.000000	562.055336	6175.000000	562.055336	5592.000000	562.055336	5518.000000	562.055336	5393.000000	562.055336	6537.000000	562.055336	5312.000000	562.055336	4705.000000	562.055336	4652.000000	562.055336	40095.000000	562.055336	5032.000000	562.055336	4372.000000	562.055336	4107.000000
562.776130	11789.000000	562.776130	8115.000000	562.776130	6888.000000	562.776130	6193.000000	562.776130	5990.000000	562.776130	13418.000000	562.776130	9517.000000	562.776130	7735.000000	562.776130	7180.000000	562.776130	6721.000000	562.776130	6404.000000	562.776130	7513.000000	562.776130	6047.000000	562.776130	5492.000000	562.776130	5391.000000	562.776130	5271.000000	562.776130	6412.000000	562.776130	5230.000000	562.776130	4775.000000	562.776130	4519.000000	562.776130	40055.000000	562.776130	4958.000000	562.776130	4364.000000	562.776130	4090.000000
563.496862	11783.000000	563.496862	8030.000000	563.496862	6858.000000	563.496862	6321.000000	563.496862	5833.000000	563.496862	13599.000000	563.496862	9273.000000	563.496862	7871.000000	563.496862	7174.000000	563.496862	6801.000000	563.496862	6355.000000	563.496862	7360.000000	563.496862	5972.000000	563.496862	5489.000000	563.496862	5244.000000	563.496862	5162.000000	563.496862	6294.000000	563.496862	5045.000000	563.496862	4795.000000	563.496862	4482.000000	563.496862	40084.000000	563.496862	4996.000000	563.496862	4312.000000	563.496862	3983.000000
564.217529	11779.000000	564.217529	7798.000000	564.217529	6803.000000	564.217529	6288.000000	564.217529	5765.000000	564.217529	13265.000000	564.217529	9259.000000	564.217529	7769.000000	564.217529	7187.000000	564.217529	6640.000000	564.217529	6367.000000	564.217529	7294.000000	564.217529	5777.000000	564.217529	5531.000000	564.217529	5260.000000	564.217529	5163.000000	564.217529	6387.000000	564.217529	5147.000000	564.217529	4754.000000	564.217529	4370.000000	564.217529	39828.000000	564.217529	4993.000000	564.217529	4241.000000	564.217529	4000.000000
564.938132	11723.000000	564.938132	7861.000000	564.938132	6677.000000	564.938132	6083.000000	564.938132	5757.000000	564.938132	13171.000000	564.938132	9248.000000	564.938132	7729.000000	564.938132	7034.000000	564.938132	6671.000000	564.938132	6328.000000	564.938132	7232.000000	564.938132	5872.000000	564.938132	5436.000000	564.938132	5255.000000	564.938132	5060.000000	564.938132	6260.000000	564.938132	5062.000000	564.938132	4634.000000	564.938132	4362.000000	564.938132	40037.000000	564.938132	4987.000000	564.938132	4282.000000	564.938132	4015.000000
565.658672	11781.000000	565.658672	7627.000000	565.658672	6779.000000	565.658672	6180.000000	565.658672	5775.000000	565.658672	13189.000000	565.658672	9219.000000	565.658672	7694.000000	565.658672	7051.000000	565.658672	6465.000000	565.658672	6270.000000	565.658672	7194.000000	565.658672	5752.000000	565.658672	5429.000000	565.658672	5182.000000	565.658672	5118.000000	565.658672	6285.000000	565.658672	5052.000000	565.658672	4635.000000	565.658672	4434.000000	565.658672	39775.000000	565.658672	4875.000000	565.658672	4245.000000	565.658672	3857.000000
566.379148	11697.000000	566.379148	7707.000000	566.379148	6700.000000	566.379148	6134.000000	566.379148	5718.000000	566.379148	13073.000000	566.379148	9156.000000	566.379148	7618.000000	566.379148	7046.000000	566.379148	6567.000000	566.379148	6193.000000	566.379148	7134.000000	566.379148	5794.000000	566.379148	5388.000000	566.379148	5143.000000	566.379148	4949.000000	566.379148	6215.000000	566.379148	5075.000000	566.379148	4563.000000	566.379148	4381.000000	566.379148	39801.000000	566.379148	4824.000000	566.379148	4137.000000	566.379148	3926.000000
567.099560	11692.000000	567.099560	7736.000000	567.099560	6549.000000	567.099560	6116.000000	567.099560	5658.000000	567.099560	13208.000000	567.099560	9079.000000	567.099560	7529.000000	567.099560	7005.000000	567.099560	6535.000000	567.099560	6209.000000	567.099560	7275.000000	567.099560	5843.000000	567.099560	5308.000000	567.099560	5129.000000	567.099560	4881.000000	567.099560	6196.000000	567.099560	5045.000000	567.099560	4533.000000	567.099560	4454.000000	567.099560	39818.000000	567.099560	4848.000000	567.099560	4208.000000	567.099560	3867.000000
567.819908	11726.000000	567.819908	7708.000000	567.819908	6667.000000	567.819908	6047.000000	567.819908	5746.000000	567.819908	13035.000000	567.819908	9193.000000	567.819908	7688.000000	567.819908	6946.000000	567.819908	6559.000000	567.819908	6100.000000	567.819908	7099.000000	567.819908	5665.000000	567.819908	5270.000000	567.819908	4979.000000	567.819908	4953.000000	567.819908	6161.000000	567.819908	5036.000000	567.819908	4582.000000	567.819908	4325.000000	567.819908	40097.000000	567.819908	4831.000000	567.819908	4174.000000	567.819908	3852.000000
568.540193	11749.000000	568.540193	7528.000000	568.540193	6647.000000	568.540193	6028.000000	568.540193	5587.000000	568.540193	13095.000000	568.540193	9206.000000	568.540193	7511.000000	568.540193	6857.000000	568.540193	6373.000000	568.540193	6107.000000	568.540193	6986.000000	568.540193	5622.000000	568.540193	5299.000000	568.540193	5009.000000	568.540193	4809.000000	568.540193	6119.000000	568.540193	4919.000000	568.540193	4563.000000	568.540193	4313.000000	568.540193	40136.000000	568.540193	4687.000000	568.540193	4072.000000	568.540193	3883.000000
569.260414	11653.000000	569.260414	7696.000000	569.260414	6602.000000	569.260414	6008.000000	569.260414	5560.000000	569.260414	13156.000000	569.260414	9187.000000	569.260414	7438.000000	569.260414	6721.000000	569.260414	6454.000000	569.260414	6187.000000	569.260414	7116.000000	569.260414	5479.000000	569.260414	5099.000000	569.260414	4871.000000	569.260414	4815.000000	569.260414	6101.000000	569.260414	4888.000000	569.260414	4475.000000	569.260414	4288.000000	569.260414	39779.000000	569.260414	4694.000000	569.260414	4028.000000	569.260414	3881.000000
569.980571	11642.000000	569.980571	7740.000000	569.980571	6488.000000	569.980571	5975.000000	569.980571	5495.000000	569.980571	12970.000000	569.980571	8991.000000	569.980571	7408.000000	569.980571	6651.000000	569.980571	6482.000000	569.980571	5929.000000	569.980571	6950.000000	569.980571	5601.000000	569.980571	5080.000000	569.980571	4903.000000	569.980571	4736.000000	569.980571	6141.000000	569.980571	4904.000000	569.980571	4453.000000	569.980571	4252.000000	569.980571	40041.000000	569.980571	4809.000000	569.980571	4024.000000	569.980571	3712.000000
570.700664	11531.000000	570.700664	7642.000000	570.700664	6510.000000	570.700664	5904.000000	570.700664	5571.000000	570.700664	13160.000000	570.700664	8993.000000	570.700664	7472.000000	570.700664	6811.000000	570.700664	6265.000000	570.700664	6104.000000	570.700664	6992.000000	570.700664	5545.000000	570.700664	5102.000000	570.700664	4884.000000	570.700664	4689.000000	570.700664	6125.000000	570.700664	4899.000000	570.700664	4391.000000	570.700664	4303.000000	570.700664	39884.000000	570.700664	4650.000000	570.700664	3989.000000	570.700664	3752.000000
571.420694	11566.000000	571.420694	7543.000000	571.420694	6527.000000	571.420694	5904.000000	571.420694	5502.000000	571.420694	12810.000000	571.420694	9036.000000	571.420694	7419.000000	571.420694	6800.000000	571.420694	6316.000000	571.420694	6025.000000	571.420694	7032.000000	571.420694	5491.000000	571.420694	5160.000000	571.420694	4817.000000	571.420694	4648.000000	571.420694	6037.000000	571.420694	4879.000000	571.420694	4509.000000	571.420694	4210.000000	571.420694	40087.000000	571.420694	4725.000000	571.420694	4049.000000	571.420694	3787.000000
572.140660	11348.000000	572.140660	7507.000000	572.140660	6507.000000	572.140660	5889.000000	572.140660	5442.000000	572.140660	12860.000000	572.140660	9007.000000	572.140660	7339.000000	572.140660	6681.000000	572.140660	6219.000000	572.140660	5957.000000	572.140660	6975.000000	572.140660	5445.000000	572.140660	5030.000000	572.140660	4944.000000	572.140660	4615.000000	572.140660	6062.000000	572.140660	4780.000000	572.140660	4358.000000	572.140660	4177.000000	572.140660	40064.000000	572.140660	4563.000000	572.140660	3978.000000	572.140660	3697.000000
572.860562	11493.000000	572.860562	7530.000000	572.860562	6449.000000	572.860562	5981.000000	572.860562	5430.000000	572.860562	12986.000000	572.860562	8865.000000	572.860562	7310.000000	572.860562	6525.000000	572.860562	6259.000000	572.860562	5958.000000	572.860562	6793.000000	572.860562	5394.000000	572.860562	4952.000000	572.860562	4755.000000	572.860562	4603.000000	572.860562	6027.000000	572.860562	4821.000000	572.860562	4357.000000	572.860562	4170.000000	572.860562	39841.000000	572.860562	4674.000000	572.860562	3915.000000	572.860562	3787.000000
573.580401	11486.000000	573.580401	7491.000000	573.580401	6531.000000	573.580401	5824.000000	573.580401	5365.000000	573.580401	13015.000000	573.580401	8952.000000	573.580401	7263.000000	573.580401	6687.000000	573.580401	6226.000000	573.580401	5901.000000	573.580401	6749.000000	573.580401	5333.000000	573.580401	5037.000000	573.580401	4723.000000	573.580401	4617.000000	573.580401	6057.000000	573.580401	4800.000000	573.580401	4359.000000	573.580401	4154.000000	573.580401	40007.000000	573.580401	4599.000000	573.580401	3948.000000	573.580401	3681.000000
574.300176	11342.000000	574.300176	7504.000000	574.300176	6461.000000	574.300176	5718.000000	574.300176	5443.000000	574.300176	12734.000000	574.300176	8859.000000	574.300176	7434.000000	574.300176	6706.000000	574.300176	6243.000000	574.300176	5845.000000	574.300176	6934.000000	574.300176	5306.000000	574.300176	5030.000000	574.300176	4610.000000	574.300176	4585.000000	574.300176	5992.000000	574.300176	4791.000000	574.300176	4328.000000	574.300176	4056.000000	574.300176	40004.000000	574.300176	4642.000000	574.300176	3868.000000	574.300176	3596.000000
