X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
578.617487	10099.000000	578.617487	7830.000000	578.617487	6590.000000	578.617487	6068.000000	578.617487	5556.000000	578.617487	5137.000000	578.617487	4846.000000	578.617487	4857.000000	578.617487	16024.000000	578.617487	10954.000000	578.617487	8611.000000	578.617487	7357.000000	578.617487	6635.000000	578.617487	6102.000000	578.617487	10189.000000	578.617487	7029.000000	578.617487	5498.000000	578.617487	4910.000000	578.617487	4686.000000	578.617487	4470.000000	578.617487	4290.000000	578.617487	4035.000000	578.617487	3989.000000
579.336816	10084.000000	579.336816	7861.000000	579.336816	6753.000000	579.336816	5998.000000	579.336816	5482.000000	579.336816	5166.000000	579.336816	4945.000000	579.336816	4796.000000	579.336816	15892.000000	579.336816	10813.000000	579.336816	8801.000000	579.336816	7321.000000	579.336816	6489.000000	579.336816	6034.000000	579.336816	10299.000000	579.336816	7046.000000	579.336816	5464.000000	579.336816	4917.000000	579.336816	4702.000000	579.336816	4505.000000	579.336816	4379.000000	579.336816	4124.000000	579.336816	4023.000000
580.056081	10151.000000	580.056081	7745.000000	580.056081	6695.000000	580.056081	6131.000000	580.056081	5579.000000	580.056081	5138.000000	580.056081	4869.000000	580.056081	4703.000000	580.056081	16165.000000	580.056081	10966.000000	580.056081	8581.000000	580.056081	7170.000000	580.056081	6618.000000	580.056081	6045.000000	580.056081	10176.000000	580.056081	7211.000000	580.056081	5465.000000	580.056081	4946.000000	580.056081	4614.000000	580.056081	4395.000000	580.056081	4203.000000	580.056081	3990.000000	580.056081	4002.000000
580.775283	9950.000000	580.775283	7782.000000	580.775283	6627.000000	580.775283	6014.000000	580.775283	5499.000000	580.775283	5233.000000	580.775283	4819.000000	580.775283	4788.000000	580.775283	16128.000000	580.775283	10735.000000	580.775283	8606.000000	580.775283	7166.000000	580.775283	6419.000000	580.775283	6110.000000	580.775283	10061.000000	580.775283	7003.000000	580.775283	5357.000000	580.775283	4774.000000	580.775283	4474.000000	580.775283	4436.000000	580.775283	4226.000000	580.775283	4063.000000	580.775283	3948.000000
581.494421	10128.000000	581.494421	7728.000000	581.494421	6552.000000	581.494421	6046.000000	581.494421	5465.000000	581.494421	5157.000000	581.494421	4888.000000	581.494421	4651.000000	581.494421	16093.000000	581.494421	10882.000000	581.494421	8561.000000	581.494421	7313.000000	581.494421	6544.000000	581.494421	6021.000000	581.494421	10148.000000	581.494421	7044.000000	581.494421	5297.000000	581.494421	4837.000000	581.494421	4591.000000	581.494421	4373.000000	581.494421	4159.000000	581.494421	3976.000000	581.494421	3933.000000
582.213495	9980.000000	582.213495	7717.000000	582.213495	6756.000000	582.213495	5930.000000	582.213495	5479.000000	582.213495	5093.000000	582.213495	4878.000000	582.213495	4680.000000	582.213495	15919.000000	582.213495	10781.000000	582.213495	8597.000000	582.213495	7218.000000	582.213495	6622.000000	582.213495	6001.000000	582.213495	10098.000000	582.213495	6944.000000	582.213495	5471.000000	582.213495	4842.000000	582.213495	4420.000000	582.213495	4402.000000	582.213495	4219.000000	582.213495	3952.000000	582.213495	3927.000000
582.932506	9960.000000	582.932506	7642.000000	582.932506	6662.000000	582.932506	5989.000000	582.932506	5556.000000	582.932506	5148.000000	582.932506	4892.000000	582.932506	4737.000000	582.932506	15846.000000	582.932506	10905.000000	582.932506	8617.000000	582.932506	7097.000000	582.932506	6564.000000	582.932506	5859.000000	582.932506	10078.000000	582.932506	6927.000000	582.932506	5323.000000	582.932506	4856.000000	582.932506	4481.000000	582.932506	4399.000000	582.932506	4191.000000	582.932506	4044.000000	582.932506	3915.000000
583.651453	10028.000000	583.651453	7652.000000	583.651453	6685.000000	583.651453	5992.000000	583.651453	5474.000000	583.651453	5163.000000	583.651453	4826.000000	583.651453	4596.000000	583.651453	15934.000000	583.651453	10911.000000	583.651453	8479.000000	583.651453	7236.000000	583.651453	6495.000000	583.651453	6046.000000	583.651453	10040.000000	583.651453	6952.000000	583.651453	5392.000000	583.651453	4920.000000	583.651453	4524.000000	583.651453	4294.000000	583.651453	4243.000000	583.651453	3935.000000	583.651453	3952.000000
584.370336	10009.000000	584.370336	7645.000000	584.370336	6613.000000	584.370336	5998.000000	584.370336	5415.000000	584.370336	5088.000000	584.370336	4726.000000	584.370336	4676.000000	584.370336	15964.000000	584.370336	10976.000000	584.370336	8557.000000	584.370336	7145.000000	584.370336	6573.000000	584.370336	5995.000000	584.370336	10070.000000	584.370336	7039.000000	584.370336	5415.000000	584.370336	4779.000000	584.370336	4592.000000	584.370336	4328.000000	584.370336	4257.000000	584.370336	3943.000000	584.370336	3900.000000
585.089156	10098.000000	585.089156	7683.000000	585.089156	6553.000000	585.089156	5872.000000	585.089156	5429.000000	585.089156	5064.000000	585.089156	4803.000000	585.089156	4771.000000	585.089156	15987.000000	585.089156	10911.000000	585.089156	8646.000000	585.089156	7142.000000	585.089156	6523.000000	585.089156	5854.000000	585.089156	10378.000000	585.089156	6950.000000	585.089156	5372.000000	585.089156	4746.000000	585.089156	4458.000000	585.089156	4457.000000	585.089156	4183.000000	585.089156	4002.000000	585.089156	3839.000000
585.807912	9993.000000	585.807912	7738.000000	585.807912	6536.000000	585.807912	5875.000000	585.807912	5436.000000	585.807912	4954.000000	585.807912	4821.000000	585.807912	4648.000000	585.807912	15980.000000	585.807912	10799.000000	585.807912	8550.000000	585.807912	7068.000000	585.807912	6457.000000	585.807912	5913.000000	585.807912	10154.000000	585.807912	6913.000000	585.807912	5300.000000	585.807912	4795.000000	585.807912	4459.000000	585.807912	4303.000000	585.807912	4216.000000	585.807912	4001.000000	585.807912	3848.000000
586.526605	9827.000000	586.526605	7613.000000	586.526605	6555.000000	586.526605	5804.000000	586.526605	5421.000000	586.526605	5028.000000	586.526605	4705.000000	586.526605	4554.000000	586.526605	16061.000000	586.526605	10652.000000	586.526605	8573.000000	586.526605	7145.000000	586.526605	6438.000000	586.526605	5934.000000	586.526605	10232.000000	586.526605	6916.000000	586.526605	5385.000000	586.526605	4785.000000	586.526605	4489.000000	586.526605	4292.000000	586.526605	4106.000000	586.526605	3967.000000	586.526605	3924.000000
587.245234	9806.000000	587.245234	7685.000000	587.245234	6497.000000	587.245234	5997.000000	587.245234	5367.000000	587.245234	4929.000000	587.245234	4793.000000	587.245234	4658.000000	587.245234	15967.000000	587.245234	10671.000000	587.245234	8455.000000	587.245234	7188.000000	587.245234	6465.000000	587.245234	5968.000000	587.245234	10212.000000	587.245234	6899.000000	587.245234	5327.000000	587.245234	4771.000000	587.245234	4498.000000	587.245234	4284.000000	587.245234	4074.000000	587.245234	3989.000000	587.245234	3848.000000
587.963800	10007.000000	587.963800	7616.000000	587.963800	6637.000000	587.963800	5907.000000	587.963800	5270.000000	587.963800	5002.000000	587.963800	4770.000000	587.963800	4612.000000	587.963800	15814.000000	587.963800	10874.000000	587.963800	8615.000000	587.963800	7110.000000	587.963800	6441.000000	587.963800	5925.000000	587.963800	10057.000000	587.963800	6935.000000	587.963800	5335.000000	587.963800	4916.000000	587.963800	4425.000000	587.963800	4220.000000	587.963800	4148.000000	587.963800	3904.000000	587.963800	3705.000000
588.682301	9850.000000	588.682301	7536.000000	588.682301	6535.000000	588.682301	5871.000000	588.682301	5434.000000	588.682301	4955.000000	588.682301	4738.000000	588.682301	4658.000000	588.682301	15949.000000	588.682301	10817.000000	588.682301	8660.000000	588.682301	7157.000000	588.682301	6450.000000	588.682301	5919.000000	588.682301	10000.000000	588.682301	6990.000000	588.682301	5254.000000	588.682301	4782.000000	588.682301	4478.000000	588.682301	4192.000000	588.682301	4216.000000	588.682301	3934.000000	588.682301	3843.000000
589.400740	9819.000000	589.400740	7559.000000	589.400740	6410.000000	589.400740	5881.000000	589.400740	5411.000000	589.400740	5053.000000	589.400740	4664.000000	589.400740	4575.000000	589.400740	15848.000000	589.400740	10600.000000	589.400740	8525.000000	589.400740	7069.000000	589.400740	6421.000000	589.400740	5812.000000	589.400740	10094.000000	589.400740	6902.000000	589.400740	5259.000000	589.400740	4807.000000	589.400740	4474.000000	589.400740	4228.000000	589.400740	4103.000000	589.400740	3902.000000	589.400740	3846.000000
590.119115	9926.000000	590.119115	7649.000000	590.119115	6454.000000	590.119115	5890.000000	590.119115	5293.000000	590.119115	4970.000000	590.119115	4787.000000	590.119115	4628.000000	590.119115	15870.000000	590.119115	10908.000000	590.119115	8423.000000	590.119115	7136.000000	590.119115	6304.000000	590.119115	5848.000000	590.119115	10191.000000	590.119115	6879.000000	590.119115	5304.000000	590.119115	4660.000000	590.119115	4397.000000	590.119115	4262.000000	590.119115	4146.000000	590.119115	3939.000000	590.119115	3860.000000
590.837426	9848.000000	590.837426	7508.000000	590.837426	6463.000000	590.837426	5807.000000	590.837426	5346.000000	590.837426	4917.000000	590.837426	4717.000000	590.837426	4482.000000	590.837426	15707.000000	590.837426	10725.000000	590.837426	8461.000000	590.837426	7062.000000	590.837426	6456.000000	590.837426	5852.000000	590.837426	10112.000000	590.837426	6859.000000	590.837426	5237.000000	590.837426	4823.000000	590.837426	4442.000000	590.837426	4313.000000	590.837426	4101.000000	590.837426	3913.000000	590.837426	3798.000000
591.555673	9922.000000	591.555673	7458.000000	591.555673	6536.000000	591.555673	5849.000000	591.555673	5373.000000	591.555673	4877.000000	591.555673	4720.000000	591.555673	4523.000000	591.555673	15846.000000	591.555673	10701.000000	591.555673	8437.000000	591.555673	7005.000000	591.555673	6373.000000	591.555673	5778.000000	591.555673	10205.000000	591.555673	6924.000000	591.555673	5191.000000	591.555673	4749.000000	591.555673	4470.000000	591.555673	4195.000000	591.555673	4072.000000	591.555673	3858.000000	591.555673	3840.000000
592.273857	9813.000000	592.273857	7523.000000	592.273857	6602.000000	592.273857	5785.000000	592.273857	5290.000000	592.273857	4949.000000	592.273857	4713.000000	592.273857	4563.000000	592.273857	15970.000000	592.273857	10811.000000	592.273857	8520.000000	592.273857	7114.000000	592.273857	6349.000000	592.273857	6028.000000	592.273857	9987.000000	592.273857	6861.000000	592.273857	5344.000000	592.273857	4762.000000	592.273857	4508.000000	592.273857	4231.000000	592.273857	4037.000000	592.273857	3901.000000	592.273857	3830.000000
592.991978	10028.000000	592.991978	7651.000000	592.991978	6617.000000	592.991978	5813.000000	592.991978	5273.000000	592.991978	4936.000000	592.991978	4693.000000	592.991978	4585.000000	592.991978	15796.000000	592.991978	10657.000000	592.991978	8514.000000	592.991978	7078.000000	592.991978	6320.000000	592.991978	5783.000000	592.991978	10068.000000	592.991978	6856.000000	592.991978	5252.000000	592.991978	4717.000000	592.991978	4335.000000	592.991978	4095.000000	592.991978	4129.000000	592.991978	3819.000000	592.991978	3743.000000
593.710035	10075.000000	593.710035	7613.000000	593.710035	6594.000000	593.710035	5879.000000	593.710035	5361.000000	593.710035	4965.000000	593.710035	4706.000000	593.710035	4669.000000	593.710035	15990.000000	593.710035	10955.000000	593.710035	8535.000000	593.710035	7120.000000	593.710035	6278.000000	593.710035	5817.000000	593.710035	10183.000000	593.710035	6829.000000	593.710035	5284.000000	593.710035	4781.000000	593.710035	4397.000000	593.710035	4142.000000	593.710035	4141.000000	593.710035	3810.000000	593.710035	3709.000000
594.428028	9853.000000	594.428028	7582.000000	594.428028	6457.000000	594.428028	5862.000000	594.428028	5384.000000	594.428028	4911.000000	594.428028	4741.000000	594.428028	4589.000000	594.428028	15828.000000	594.428028	10748.000000	594.428028	8348.000000	594.428028	6998.000000	594.428028	6516.000000	594.428028	5828.000000	594.428028	10020.000000	594.428028	6828.000000	594.428028	5304.000000	594.428028	4808.000000	594.428028	4473.000000	594.428028	4205.000000	594.428028	4120.000000	594.428028	3861.000000	594.428028	3779.000000
595.145958	9985.000000	595.145958	7422.000000	595.145958	6540.000000	595.145958	5834.000000	595.145958	5261.000000	595.145958	4830.000000	595.145958	4662.000000	595.145958	4595.000000	595.145958	15878.000000	595.145958	10806.000000	595.145958	8495.000000	595.145958	7000.000000	595.145958	6339.000000	595.145958	5833.000000	595.145958	10037.000000	595.145958	6791.000000	595.145958	5266.000000	595.145958	4770.000000	595.145958	4543.000000	595.145958	4134.000000	595.145958	4139.000000	595.145958	3919.000000	595.145958	3745.000000
595.863824	9917.000000	595.863824	7435.000000	595.863824	6467.000000	595.863824	5928.000000	595.863824	5314.000000	595.863824	4873.000000	595.863824	4668.000000	595.863824	4564.000000	595.863824	15760.000000	595.863824	10861.000000	595.863824	8588.000000	595.863824	7003.000000	595.863824	6303.000000	595.863824	5843.000000	595.863824	10109.000000	595.863824	6864.000000	595.863824	5184.000000	595.863824	4739.000000	595.863824	4355.000000	595.863824	4189.000000	595.863824	4072.000000	595.863824	3887.000000	595.863824	3787.000000
596.581627	9888.000000	596.581627	7696.000000	596.581627	6430.000000	596.581627	5768.000000	596.581627	5294.000000	596.581627	4978.000000	596.581627	4698.000000	596.581627	4487.000000	596.581627	15766.000000	596.581627	10813.000000	596.581627	8455.000000	596.581627	7152.000000	596.581627	6329.000000	596.581627	5932.000000	596.581627	10007.000000	596.581627	6734.000000	596.581627	5169.000000	596.581627	4681.000000	596.581627	4477.000000	596.581627	4168.000000	596.581627	4095.000000	596.581627	3869.000000	596.581627	3809.000000
597.299367	9989.000000	597.299367	7514.000000	597.299367	6469.000000	597.299367	5807.000000	597.299367	5327.000000	597.299367	4882.000000	597.299367	4701.000000	597.299367	4477.000000	597.299367	15754.000000	597.299367	10675.000000	597.299367	8460.000000	597.299367	7099.000000	597.299367	6326.000000	597.299367	5965.000000	597.299367	10228.000000	597.299367	6732.000000	597.299367	5164.000000	597.299367	4703.000000	597.299367	4368.000000	597.299367	4132.000000	597.299367	4022.000000	597.299367	3922.000000	597.299367	3731.000000
